"Name","Role","Tier","Score","Trend","Win %","Role %","Pick %","Ban %","KDA","Patch"
"Elise","JUNGLE","Bad","29.66","-4.24","46.42","92.44","1.32","0.77","2.51","12.10"
"Evelynn","JUNGLE","Weak","36.93","-3.9","46.08","98.54","2.78","5.01","2.86","12.10"
"Ezreal","ADC","God ","90.21","0.99","48.79","95.83","19.4","5.62","2.48","12.10"
"Fiddlesticks","JUNGLE","Fair","45.29","-2.62","50.96","89.64","2.86","1.93","2.59","12.10"
"Fiora","TOP","God ","87.89","13.04","52.84","97.07","7.02","17.62","1.81","12.10"
"Fizz","MID","Good","51.02","-3.61","50.53","94.32","3.28","5.18","2.50","12.10"
"Galio","MID","Good","48.58","1.47","50.72","77.97","2.4","0.42","2.65","12.10"
"Galio","SUPPORT","Weak","36.78","2.73","48.33","19.5","0.56","0.42","2.32","12.10"
"Gangplank","TOP","God ","88.86","-0.08","48.77","81","8.54","14.4","2.08","12.10"
"Gangplank","MID","Fair","40.67","2.11","47.57","19.21","2.01","14.3","2.30","12.10"
"Garen","TOP","Strong","69.9","-3.56","50.86","85.89","5.99","3.1","2.05","12.10"
"Gnar","TOP","Good","47.9","1.95","49.34","96.4","3.18","0.64","2.00","12.10"
"Gragas","MID","Fair","41.37","2.41","50.87","13.23","0.34","0.23","2.51","12.10"
"Gragas","TOP","Weak","34.12","-2.65","47.97","50.77","1.38","0.25","2.05","12.10"
"Gragas","SUPPORT","Bad","31.02","1.38","45.65","15.35","0.38","0.23","2.18","12.10"
"Gragas","JUNGLE","Bad","28.7","-0.12","46.95","22.93","0.56","0.23","2.67","12.10"
"Graves","JUNGLE","God ","78.1","-12.23","49.37","78.19","10.68","12.97","2.56","12.10"
"Graves","TOP","Weak","38.4","-9.55","48.12","15.57","2","12.97","1.79","12.10"
"Gwen","TOP","God ","75.22","22.73","49.93","77.81","7.31","4.8","1.79","12.10"
"Gwen","JUNGLE","Weak","38.25","4.44","50.15","17.42","1.58","4.8","2.46","12.10"
"Hecarim","JUNGLE","Fair","44.23","-3.87","48.76","96.57","3.41","2.48","2.80","12.10"
"Heimerdinger","MID","Fair","41.31","-0.72","51.19","43.37","0.86","0.98","2.00","12.10"
"Heimerdinger","ADC","Bad","23.42","-9.47","49.84","13.56","0.22","0.87","2.15","12.10"
"Heimerdinger","TOP","Bad","23.3","-6.84","46.67","32.61","0.61","0.98","1.58","12.10"
"Illaoi","TOP","Fair","43.78","-0.06","49.88","94.26","2.81","4.41","1.42","12.10"
"Irelia","TOP","Strong","62.84","-7.56","49.08","52.07","5.07","19.45","1.53","12.10"
"Irelia","MID","Good","48.67","-4.25","48.12","46.01","4.29","19.45","1.69","12.10"
"Ivern","JUNGLE","Weak","37.37","4.84","48.54","80.82","1.12","0.4","3.29","12.10"
"Ivern","SUPPORT","Bad","33.36","10.81","46.18","11.07","0.15","0.4","2.67","12.10"
"Janna","SUPPORT","Strong","62.27","3.9","53.81","98.27","5.47","1.11","3.38","12.10"
"Jarvan IV","JUNGLE","Fair","42.38","-0.4","48.48","89.64","2.67","0.36","3.14","12.10"
"Jax","TOP","Strong","69.26","-2.76","49.52","83.9","6.3","10.48","1.63","12.10"
"Jax","JUNGLE","Weak","37.39","1.45","51.42","15.36","1.16","9.45","2.12","12.10"
"Jayce","TOP","Fair","43.72","0.28","49.12","80.42","2.81","0.53","1.80","12.10"
"Jayce","MID","Fair","40.15","3.9","50.82","17.42","0.55","0.52","2.13","12.10"
"Jhin","ADC","God ","89.73","5.83","51.59","97.46","16.4","4.18","3.03","12.10"
"Jinx","ADC","Good","58.65","6.73","50.23","98.74","10.16","1.99","2.27","12.10"
"Kai'Sa","ADC","God ","89.01","18.42","49.49","96.77","19.08","3.15","2.48","12.10"
"Kalista","ADC","Weak","36.17","-2.14","49.06","90.52","4.11","1.93","2.35","12.10"
"Karma","SUPPORT","Good","55.95","-8.67","48.25","82.3","7.89","3.65","2.75","12.10"
"Karma","MID","Fair","41.05","-4.53","48.2","11.01","1.13","3.65","2.93","12.10"
"Karthus","JUNGLE","Fair","41.23","-4.29","48.35","68.61","3.01","7.12","2.53","12.10"
"Karthus","ADC","Weak","34.73","-3.34","53.5","14.3","0.61","6.08","2.29","12.10"
"Karthus","MID","Bad","31.89","-11.45","46.28","12.61","0.48","5.18","2.25","12.10"
"Kassadin","MID","Good","53.37","-0.21","50.22","95.75","3.98","9.58","2.45","12.10"
"Katarina","MID","Strong","65.71","-12.73","47.79","94.78","8.46","14.19","2.27","12.10"
"Kayle","TOP","God ","87.8","18.57","52.03","74.25","8.03","10.07","1.87","12.10"
"Kayle","MID","Good","56.12","8.58","54.78","23.91","2.6","10.07","2.25","12.10"
"Kayn","JUNGLE","God ","75.28","-0.95","50.45","96.67","10.02","11.61","2.44","12.10"
"Kennen","MID","Fair","39.88","-4.14","50.25","19.39","0.37","0.5","2.42","12.10"
"Kennen","TOP","Bad","30.47","-9.71","45.99","76.11","1.62","0.51","1.95","12.10"
"Kha'Zix","JUNGLE","Good","59.35","-11.4","50.53","98.05","6.36","6.42","2.63","12.10"
"Kindred","JUNGLE","Good","55.16","7.48","51.88","94.56","5.2","3.97","2.30","12.10"
"Kled","TOP","Weak","39.17","-10.23","49.12","86.8","1.6","0.84","2.20","12.10"
"Kog'Maw","ADC","Strong","60.22","18.73","54.22","93.67","7.28","5.15","2.34","12.10"
"LeBlanc","MID","Fair","44.34","-4.98","46.09","93.39","3.23","6.35","2.90","12.10"
"Lee Sin","JUNGLE","Strong","63.59","-8.48","44.98","93.58","10.14","7.55","2.56","12.10"
"Leona","SUPPORT","Good","53.34","-6.88","49.02","98.26","6.64","8.12","2.32","12.10"
"Lillia","JUNGLE","Strong","67.78","15.75","53.83","81.98","6.51","3.81","2.98","12.10"
"Lillia","TOP","Fair","46.48","5.14","53.05","15","1.22","3.53","2.29","12.10"
"Lissandra","MID","Fair","42.23","-6.23","47.79","90.72","2.52","0.82","2.40","12.10"
"Lucian","ADC","God ","77.18","-9.83","50.52","87.47","12.92","16.49","2.37","12.10"
"Lulu","SUPPORT","God ","73.01","1.4","49.81","96.03","11.19","17.34","3.11","12.10"
"Lux","MID","Strong","62.23","1.95","52.1","35.36","4.7","9.03","2.97","12.10"
"Lux","SUPPORT","Strong","60.96","-7.99","48.59","60.44","9.23","9.03","2.48","12.10"
"Malphite","TOP","Strong","60.4","2.93","51.99","73.57","3.58","3.57","2.50","12.10"
"Malphite","MID","Fair","39.41","-0.4","49.4","12.13","0.61","3.6","2.48","12.10"
"Malphite","SUPPORT","Weak","34.42","5.89","47.16","13.87","0.74","3.64","2.13","12.10"
"Malzahar","MID","Good","50.73","0.57","50.72","90.2","3.53","3.24","2.24","12.10"
"Maokai","SUPPORT","Fair","41.41","1.09","50.29","71.61","1.24","0.14","2.20","12.10"
"Maokai","TOP","Bad","33.07","-1.45","49.99","20.86","0.38","0.14","2.12","12.10"
"Master Yi","JUNGLE","Strong","65.41","3.19","50.22","93.15","7.09","17.45","2.05","12.10"
"Miss Fortune","ADC","Strong","60.2","1.3","51.29","91.85","9.5","2.87","2.35","12.10"
"Mordekaiser","TOP","God ","84.67","1.23","51.54","78.02","7.58","9.24","1.96","12.10"
"Mordekaiser","JUNGLE","Good","49.92","11.8","55.7","15.24","1.56","9.99","2.49","12.10"
"Morgana","SUPPORT","Strong","61.19","-0.33","50.63","85.5","6.62","22.25","2.56","12.10"
"Nami","SUPPORT","God ","72.9","-13.83","51.4","99.64","11.4","6.35","3.30","12.10"
"Nasus","TOP","Strong","59.64","8.86","51.97","78.03","4.04","3.64","1.95","12.10"
"Nautilus","SUPPORT","Strong","66.97","-10.75","49.47","97.27","10.58","17.19","2.32","12.10"
"Neeko","MID","Good","47.74","-2.15","52.13","59.13","1.7","0.55","2.39","12.10"
"Neeko","SUPPORT","Fair","41.19","7.53","50.91","24.6","0.75","0.61","2.14","12.10"
"Neeko","TOP","Bad","33.79","8.15","50.98","10.92","0.25","0.54","2.02","12.10"
"Nidalee","JUNGLE","Fair","39.7","-10.62","45.89","89.63","3.69","2.95","2.81","12.10"
"Nocturne","JUNGLE","Good","55.45","-6.02","52.31","95.77","4.52","4.8","2.66","12.10"
"Nunu","JUNGLE","Fair","42.03","-2.87","49.35","89.53","2.66","0.9","2.75","12.10"
"Olaf","TOP","Strong","71.2","8.3","52.76","63.64","5.27","12.11","1.80","12.10"
"Olaf","JUNGLE","Weak","37.25","-17.36","47.49","34.02","2.77","12.11","2.23","12.10"
"Orianna","MID","Good","54.47","12.69","52.14","92.54","3.05","0.19","2.87","12.10"
"Ornn","TOP","Strong","64.97","5.27","50.54","92.29","5.15","1.02","2.32","12.10"
"Pantheon","MID","Fair","44.01","-2.07","51.1","24.96","1.28","1.26","2.30","12.10"
"Pantheon","SUPPORT","Weak","35.97","-1.05","46.61","47.83","2.24","1.18","1.90","12.10"
"Pantheon","TOP","Weak","35.67","-3.73","49.83","21.65","0.96","1.26","2.03","12.10"
"Poppy","JUNGLE","Weak","36.32","0.11","48.1","55.8","2.18","1.68","2.49","12.10"
"Poppy","TOP","Weak","34.47","-6.51","48.25","33.52","1.24","1.68","2.12","12.10"
"Pyke","SUPPORT","Strong","60.82","-10.53","48.86","93.9","8.56","19.06","2.29","12.10"
"Qiyana","MID","Fair","39.94","-9.2","46.5","64.23","2.93","4.1","2.09","12.10"
"Qiyana","JUNGLE","Weak","38.68","7.33","50.88","30.8","1.28","3.69","2.51","12.10"
"Quinn","TOP","Weak","38.02","-6.36","50.01","79.98","1.41","0.93","1.92","12.10"
"Rakan","SUPPORT","Fair","43.85","-6.2","46.81","98.31","4.05","0.26","2.77","12.10"
"Rammus","JUNGLE","Fair","42.08","-2.51","48.8","94.83","2.64","4.32","2.91","12.10"
"Rek'Sai","JUNGLE","Fair","43.63","-1.52","50.35","96.8","2.84","2.86","2.50","12.10"
"Rell","SUPPORT","Fair","44.19","2.48","50.53","98.51","1.88","0.34","2.42","12.10"
"Renata Glasc","SUPPORT","Strong","64.88","-0.42","52.67","98.98","7.72","7.08","2.93","12.10"
"Renekton","MID","Fair","43.09","0.9","52.57","14.26","0.46","1.97","2.09","12.10"
"Renekton","TOP","Fair","40.83","-12.58","46.85","82.69","3.07","1.93","1.85","12.10"
"Rengar","JUNGLE","Good","52.63","-7.37","50.14","78.67","4.74","13.34","2.42","12.10"
"Rengar","TOP","Fair","46.18","4.82","53.39","18.13","1.19","13.34","2.02","12.10"
"Riven","TOP","Good","53.35","-15.05","47.23","89.49","4.91","3.65","1.81","12.10"
"Rumble","MID","Fair","42.97","-4.65","50.95","29.08","0.66","0.37","2.59","12.10"
"Rumble","TOP","Weak","35.53","0.77","48.21","55.79","1.37","0.51","2.18","12.10"
"Rumble","JUNGLE","Bad","24.85","4.29","45.82","10.82","0.26","0.4","2.59","12.10"
"Ryze","MID","Bad","27.4","0.42","42.99","81.67","1.33","0.12","2.06","12.10"
"Ryze","TOP","Bad","21.34","6.87","46.16","15.86","0.26","0.12","1.78","12.10"
"Samira","ADC","Strong","70.42","-3.18","48.89","95.54","11.64","22.08","2.21","12.10"
"Sejuani","JUNGLE","Fair","40.74","-7.02","48.48","74.89","2.29","0.39","3.11","12.10"
"Sejuani","TOP","Bad","33.04","2.5","49.06","20.61","0.56","0.39","2.26","12.10"
"Senna","SUPPORT","God ","94.37","4.98","52.62","93.66","17.09","19.89","2.78","12.10"
"Seraphine","SUPPORT","Good","50.04","6.05","50.17","65.08","4.28","0.96","2.65","12.10"
"Seraphine","MID","Good","48.47","7.3","52.05","16.91","1.1","1.01","2.99","12.10"
"Seraphine","ADC","Fair","41","-1.7","53.2","17.6","1.11","0.96","3.04","12.10"
"Sett","TOP","God ","74.12","4.04","51.79","79.07","6.44","5.44","1.76","12.10"
"Shaco","JUNGLE","Good","59.07","1.2","50.99","82.3","5.13","15.6","2.81","12.10"
"Shaco","SUPPORT","Weak","37.96","1.48","47.96","12.97","0.93","17.7","2.44","12.10"
"Shen","TOP","Strong","64.17","-3.16","51.81","85.07","3.84","0.87","2.96","12.10"
"Shen","SUPPORT","Weak","35.12","-1.61","46.8","10.52","0.45","0.88","2.65","12.10"
"Shyvana","JUNGLE","Strong","61.14","10.88","53.84","86.24","4.94","2.73","2.93","12.10"
"Shyvana","TOP","Weak","35.44","0.52","50.33","11.9","0.67","2.73","2.08","12.10"
"Singed","TOP","Good","51.6","7.14","52.95","67.02","2.24","0.82","2.20","12.10"
"Singed","MID","Good","51.04","3","54.62","21.96","0.58","0.82","2.86","12.10"
"Sion","TOP","Good","47.4","-5.56","47.46","80.13","4.26","1.91","1.54","12.10"
"Sivir","ADC","Weak","35.09","-5.2","50.18","95.42","2.86","0.65","2.43","12.10"
"Skarner","JUNGLE","Weak","38.32","1.58","50.41","74.06","1.02","0.24","2.83","12.10"
"Skarner","TOP","Bad","29.53","-8.97","48.15","23.25","0.27","0.21","2.31","12.10"
"Sona","SUPPORT","Good","56.74","1.05","52.72","97.54","4.57","0.63","3.02","12.10"
"Soraka","SUPPORT","Good","57.18","-6.35","50.76","94.02","6.32","4.94","2.84","12.10"
"Swain","MID","Good","57.09","5.87","53.24","30.12","3.36","8.52","2.55","12.10"
"Swain","TOP","Good","49.63","2.79","51.35","21.34","2.4","8.52","2.11","12.10"
"Swain","SUPPORT","Good","49.15","-1.98","49.58","34.82","4.29","8.52","2.47","12.10"
"Swain","ADC","Fair","45.98","-5.44","55.33","13.6","1.37","8.82","2.85","12.10"
"Sylas","MID","Strong","59.46","-3.98","49.72","83.05","6.76","4.39","2.11","12.10"
"Sylas","TOP","Bad","31.06","-2.34","48.57","11.15","0.91","4.4","1.79","12.10"
"Syndra","MID","Fair","44.34","1.56","49.66","85.76","2.29","0.7","2.26","12.10"
"Tahm Kench","TOP","Fair","39.58","-7.69","46.99","46.99","2.34","2.78","2.26","12.10"
"Tahm Kench","SUPPORT","Weak","37.89","5.09","48.18","26.34","1.2","2.64","2.27","12.10"
"Tahm Kench","ADC","Weak","35.22","-16.18","51.62","27.4","1.12","2.51","2.76","12.10"
"Taliyah","MID","God ","75.41","3.48","54.2","53.42","6.3","22.86","2.42","12.10"
"Taliyah","JUNGLE","Strong","62.46","7.64","52.5","38.69","4.54","22.86","2.67","12.10"
"Talon","JUNGLE","Good","49.69","-1.07","49.59","58.47","4.7","4.81","2.48","12.10"
"Talon","MID","Good","47.69","-2.59","50.2","38.06","2.93","4.81","2.20","12.10"
"Taric","SUPPORT","Weak","33.92","-9.95","45.77","86.88","1.08","0.12","2.45","12.10"
"Teemo","TOP","Strong","62.97","0.58","52.09","77.7","4.37","7.15","1.84","12.10"
"Thresh","SUPPORT","Good","54.36","-5.95","47.77","97.87","7.99","2.22","2.61","12.10"
"Tristana","ADC","Good","53.89","0.22","50.72","84.02","8.02","4.18","2.34","12.10"
"Tristana","MID","Fair","44.1","2.78","51.78","12.95","1.06","4.18","2.18","12.10"
"Trundle","JUNGLE","Good","50.01","6.83","52.72","73.24","3","2.29","2.70","12.10"
"Trundle","TOP","Fair","40.25","3.54","52.58","23.15","1.01","2.39","1.75","12.10"
"Tryndamere","TOP","Weak","39.06","-10.91","47.92","82.5","2.48","7.33","1.65","12.10"
"Twisted Fate","MID","Good","47.38","6.26","48.52","91.63","3.62","0.23","2.44","12.10"
"Twitch","ADC","Good","56.98","5.64","51.27","80.37","8.3","5.8","2.41","12.10"
"Udyr","JUNGLE","Weak","35.57","-1.85","48.08","93.18","1.98","0.57","2.52","12.10"
"Urgot","TOP","Good","52.87","-0.06","52.51","91.55","2.81","1.7","1.99","12.10"
"Varus","MID","Weak","38.72","0","50.32","10.46","0.33","0.23","2.18","12.10"
"Varus","ADC","Bad","33.83","4.32","49.95","87.79","2.81","0.23","2.37","12.10"
"Vayne","ADC","God ","84.73","29.92","51.11","83.09","13.52","24.45","2.14","12.10"
"Vayne","TOP","Fair","42.46","3.39","49.03","14.46","2.16","24.45","1.62","12.10"
"Veigar","MID","Strong","69.44","7.26","53.21","75.32","7.06","6.86","2.45","12.10"
"Veigar","ADC","Bad","33.14","-7.87","51.05","15.92","1.37","6.86","2.51","12.10"
"Vel'Koz","MID","Good","47.44","6.18","51.36","42.52","1.51","0.59","2.77","12.10"
"Vel'Koz","SUPPORT","Fair","45.88","3.77","51.5","51.98","2.01","0.59","2.33","12.10"
"Vex","MID","Good","54.26","-4.96","50.61","91.27","4.15","7.33","2.45","12.10"
"Vi","JUNGLE","Good","55.66","9.13","54.11","91.82","3.97","1.25","2.55","12.10"
"Viego","JUNGLE","God ","90.49","-1.3","50.78","93.99","13.51","10.31","2.50","12.10"
"Viktor","MID","Strong","61.65","7.34","50.46","93.1","6.67","2.76","2.41","12.10"
"Vladimir","MID","Good","47.76","-7.29","46.52","69.51","4.66","8.55","2.29","12.10"
"Vladimir","TOP","Weak","35.77","-2.26","47.38","28.46","1.78","8.55","1.98","12.10"
"Volibear","JUNGLE","Strong","60.7","-1.98","51.41","63.51","5.91","6.43","2.88","12.10"
"Volibear","TOP","Fair","40.08","-10.73","46.4","34.15","3.22","6.43","1.60","12.10"
"Warwick","JUNGLE","Good","54.8","3.23","52.05","78.18","4.95","4.59","2.27","12.10"
"Warwick","TOP","Weak","34.3","-4.28","49.54","24.38","1.03","4.55","1.83","12.10"
"Wukong","JUNGLE","God ","91.39","23.98","53.73","74.7","10.64","16.61","2.92","12.10"
"Wukong","TOP","Strong","59.97","3.54","52.93","20.69","2.97","16.61","2.21","12.10"
"Xayah","ADC","Fair","42.76","4.1","49.07","98.1","6.06","1.18","2.39","12.10"
"Xerath","MID","Good","54.21","-1.4","50.97","42.07","2.82","4.29","3.37","12.10"
"Xerath","SUPPORT","Good","52.54","-1.46","51.87","53.24","3.72","4.29","2.76","12.10"
"Xin Zhao","JUNGLE","Bad","33.84","-3.37","47.66","87.66","2.18","0.87","2.21","12.10"
"Yasuo","MID","God ","88.69","0.9","50.1","69.77","12.03","24.14","1.77","12.10"
"Yasuo","TOP","Fair","43.52","-1.47","48.31","14.81","2.53","25.37","1.49","12.10"
"Yasuo","ADC","Bad","23.22","-19.78","46.25","14.91","2.52","24.14","1.88","12.10"
"Yone","MID","Strong","70.88","4.77","49.45","62.22","9.24","15.3","1.90","12.10"
"Yone","TOP","Strong","63.25","5.02","50.39","33.84","4.79","15.3","1.71","12.10"
"Yorick","TOP","Fair","39.75","-7.3","48.82","92.4","2.53","3.33","1.49","12.10"
"Yuumi","SUPPORT","God ","76.83","-18.14","48.13","98.53","10.92","25.91","4.17","12.10"
"Zac","JUNGLE","Good","54.87","0.4","50.7","83.5","4.14","3","3.50","12.10"
"Zed","MID","Strong","71.39","-9.45","49.47","71.34","7.13","31.39","2.27","12.10"
"Zed","JUNGLE","Fair","41.56","-0.73","48.63","24.58","2.13","31.39","2.63","12.10"
"Zeri","ADC","Bad","26.06","-3.08","45.56","91.54","4.07","2.28","2.14","12.10"
"Ziggs","MID","Good","46.62","6.12","52.47","37.22","0.95","0.36","2.54","12.10"
"Ziggs","ADC","Bad","27.77","-6.31","49.1","53.14","1.37","0.36","2.47","12.10"
"Zilean","SUPPORT","Good","54.52","5.03","52.32","78.29","3.35","2.06","3.32","12.10"
"Zilean","MID","Good","54.46","1.37","53.84","19.48","0.78","1.74","3.75","12.10"
"Zoe","MID","Good","49.21","-5.92","47.69","92.68","4.46","1.86","2.52","12.10"
