"Name","Role","Tier","Score","Trend","Win %","Role %","Pick %","Ban %","KDA","Patch"
"Kayle","TOP","Good","53.73","-1.56","51.75","77.24","3.42","1.21","1.84","12.4"
"Kayle","MID","Fair","44.8","0.59","52.11","19.01","0.76","1.21","2.26","12.4"
"Kayn","JUNGLE","God ","71.3","-0.33","49.59","96.95","10.64","11.69","2.30","12.4"
"Kennen","MID","Fair","45.36","-3.06","52.77","14.81","0.25","0.4","2.43","12.4"
"Kennen","TOP","Bad","30.32","-1.8","47.72","82.86","1.5","0.43","1.94","12.4"
"Kha'Zix","JUNGLE","Strong","61.76","-2.25","50.59","98.51","7.36","7.3","2.54","12.4"
"Kindred","JUNGLE","Good","48.96","-1.55","50.36","92.84","4.56","2.78","2.20","12.4"
"Kled","TOP","Weak","40.05","-1.46","50.38","90.8","1.59","0.74","2.26","12.4"
"Kog'Maw","ADC","Fair","41.88","-0.52","51.58","87.8","1.72","0.34","2.16","12.4"
"LeBlanc","MID","Good","49.03","-1.05","46.71","94.12","4.37","8.56","2.65","12.4"
"Lee Sin","JUNGLE","God ","90.58","1.23","47.73","94.54","16.08","13.58","2.65","12.4"
"Leona","SUPPORT","Good","51.88","-13.44","49.46","98.67","7.28","11.31","2.32","12.4"
"Lillia","JUNGLE","Fair","45.86","-0.03","50.62","85.14","2.76","0.82","2.63","12.4"
"Lillia","TOP","Bad","27.91","-1.08","49.89","11.57","0.42","0.89","1.97","12.4"
"Lissandra","MID","Fair","46.03","-3.01","49.65","91.57","2.46","0.65","2.38","12.4"
"Lucian","ADC","Fair","46.28","1.58","49.21","85.97","6.75","1.52","2.24","12.4"
"Lulu","SUPPORT","Strong","65.9","-27.45","50.83","94.69","10.98","18.72","3.03","12.4"
"Lux","MID","Strong","64.72","-0.9","50.7","32.96","6.22","12.18","2.79","12.4"
"Lux","SUPPORT","Strong","61.48","-24.06","49.67","63.61","11.78","12.18","2.43","12.4"
"Malphite","TOP","Strong","64.63","-3.35","51.49","76.72","4.32","4.03","2.36","12.4"
"Malphite","MID","Weak","37.03","-2.81","47.93","10.28","0.56","4.03","2.37","12.4"
"Malzahar","MID","Good","52.25","0.17","52.12","92.55","3.15","2.84","2.23","12.4"
"Maokai","SUPPORT","Weak","41.29","4.24","49.73","75.15","1.14","0.16","2.24","12.4"
"Maokai","TOP","Bad","28.09","12.95","50.19","16.56","0.26","0.18","2.04","12.4"
"Master Yi","JUNGLE","God ","70.81","4.15","51.5","92.85","8.27","18.75","2.03","12.4"
"Miss Fortune","ADC","Good","51.77","2.84","51.72","93.7","7.78","1.77","2.26","12.4"
"Mordekaiser","TOP","Strong","67.62","-2.37","50.81","81.19","5.27","6.49","1.79","12.4"
"Mordekaiser","JUNGLE","Weak","40.21","2.49","51.95","13.35","0.67","6.49","2.27","12.4"
"Morgana","SUPPORT","Good","56.07","-13.57","49.91","86.5","7.02","25.26","2.49","12.4"
"Nami","SUPPORT","Strong","59.15","-6.83","51.69","99.09","7.92","1.32","3.16","12.4"
"Nasus","TOP","Strong","60.17","-2.09","50.63","85.82","4.4","4.58","1.90","12.4"
"Nautilus","SUPPORT","Good","54.48","-7.81","50.5","96.92","7.89","8.41","2.33","12.4"
"Neeko","MID","Good","52.77","12.41","53.23","65.22","2.39","0.52","2.43","12.4"
"Neeko","SUPPORT","Fair","42.35","13.43","50.83","23.83","0.83","0.54","2.11","12.4"
"Nidalee","JUNGLE","Fair","45.87","0.59","48.73","90.1","3.62","2.09","2.85","12.4"
"Nocturne","JUNGLE","Good","47.53","-2.22","50","88.97","3.89","3.07","2.47","12.4"
"Nunu","JUNGLE","Good","47.28","-9.53","49.32","89.2","3.82","2.54","2.75","12.4"
"Olaf","JUNGLE","Bad","31.62","0.64","47.38","81.9","1.27","0.7","2.23","12.4"
"Olaf","TOP","Bad","15.19","8.1","46.42","17.5","0.26","0.72","1.57","12.4"
"Orianna","MID","Fair","46.23","-0.45","48.59","94.78","2.89","0.2","2.55","12.4"
"Ornn","TOP","Good","51.53","-9.24","50.33","93.95","3.18","0.58","2.26","12.4"
"Pantheon","MID","Fair","41.44","-6.51","50.16","22.75","0.91","0.85","2.22","12.4"
"Pantheon","SUPPORT","Bad","33.96","2.12","46.22","40.5","1.51","0.8","1.90","12.4"
"Pantheon","TOP","Bad","32.1","6.97","49.55","29.84","1.03","0.8","2.03","12.4"
"Poppy","JUNGLE","Fair","44.72","-1.02","50.43","56.87","2.49","2.26","2.64","12.4"
"Poppy","TOP","Weak","34.68","-1.92","49.3","36.34","1.45","2.26","2.02","12.4"
"Pyke","SUPPORT","Good","54.39","-13.35","48.69","87.12","9.59","14.76","2.12","12.4"
"Pyke","MID","Fair","46.88","0","51.18","10.07","1.15","14.76","2.64","12.4"
"Qiyana","MID","Good","50.19","-3.97","49.34","63.79","4.11","8.3","2.09","12.4"
"Qiyana","JUNGLE","Bad","33.56","-8.48","46.64","32.17","2.07","8.3","2.30","12.4"
"Quinn","TOP","Fair","42.85","-1.73","52.07","84.73","1.78","1.21","1.89","12.4"
"Rakan","SUPPORT","Good","49.15","-2.68","49.94","97.63","4.42","0.3","2.85","12.4"
"Rammus","JUNGLE","Fair","45.2","-3.86","50.23","95.45","2.45","3.28","2.81","12.4"
"Rek'Sai","JUNGLE","Good","48.11","-0.52","50.33","96.53","3.82","4.61","2.42","12.4"
"Rell","SUPPORT","Fair","46.17","6.62","51.63","98.47","1.51","0.37","2.43","12.4"
"Renata Glasc","SUPPORT","God ","92.92","0","50.75","94.79","21.94","32.52","2.60","12.4"
"Renekton","TOP","Good","48.32","-6.87","46.82","86.8","4.34","2.66","1.77","12.4"
"Renekton","MID","Weak","37.31","-2.14","49.1","11.68","0.58","2.66","2.00","12.4"
"Rengar","JUNGLE","Weak","40.67","-1.56","48.69","76.83","3.08","2.62","2.25","12.4"
"Rengar","TOP","Bad","27.08","4.7","48.78","19.59","0.87","2.62","1.76","12.4"
"Riven","TOP","Strong","68.31","-10.1","50.65","91.94","5.54","3.32","1.92","12.4"
"Rumble","MID","Good","47.44","3.02","52.49","29.21","0.67","0.27","2.68","12.4"
"Rumble","JUNGLE","Bad","31.66","-1.93","47.65","14.65","0.31","0.24","2.69","12.4"
"Rumble","TOP","Bad","30.12","5.25","48.18","54.23","1.18","0.27","2.08","12.4"
"Ryze","MID","Fair","43.84","3.82","45.6","88.14","4.49","0.62","2.21","12.4"
"Ryze","TOP","Bad","19.65","10.57","46.76","10.43","0.51","0.62","1.81","12.4"
"Samira","ADC","Fair","45.52","-0.18","48.22","97.49","7.02","8.41","2.15","12.4"
"Sejuani","JUNGLE","Fair","45.77","-4.35","50.16","80.94","2","0.27","3.24","12.4"
"Sejuani","TOP","Bad","32.67","-0.63","50.96","11.54","0.25","0.29","2.40","12.4"
"Senna","SUPPORT","Strong","58.48","-14.44","51.24","81.14","8.97","5.65","2.65","12.4"
"Senna","ADC","Fair","41.45","-1.66","49.01","16.14","1.79","5.65","2.75","12.4"
"Seraphine","MID","Fair","44.28","6.25","50.46","18.33","0.83","0.97","2.71","12.4"
"Seraphine","ADC","Fair","41.5","-5.49","50.05","17.5","0.7","0.97","2.80","12.4"
"Seraphine","SUPPORT","Weak","38.48","0.55","46.18","63.68","3.25","0.97","2.37","12.4"
"Sett","TOP","God ","86.98","-1.46","49.99","83.99","8.02","7.1","1.74","12.4"
"Shaco","JUNGLE","Strong","61.85","2.3","50.9","83.94","6.04","16.68","2.77","12.4"
"Shaco","SUPPORT","Weak","41.26","8.89","49.62","11.63","0.84","16.68","2.33","12.4"
"Shen","TOP","God ","74.73","-2.48","52.45","88.26","4.91","1.33","2.91","12.4"
"Shyvana","ADC","Strong","57.62","0","62.07","16.11","0.04","0.13","2.65","12.4"
"Shyvana","JUNGLE","Fair","43.53","3.87","51.35","78.83","1.67","0.25","2.56","12.4"
"Shyvana","TOP","Bad","31.67","7.75","51.38","16.99","0.34","0.26","2.05","12.4"
"Singed","MID","Fair","45.98","0.19","52.77","15","0.39","0.43","2.47","12.4"
"Singed","TOP","Weak","38.45","0.36","50.04","70.57","1.79","0.5","1.98","12.4"
"Sion","TOP","Good","54.11","-0.5","50.01","80.5","4.42","1.31","1.48","12.4"
"Sion","MID","Bad","26.32","0","46.04","10.25","0.51","1.31","1.03","12.4"
"Sivir","ADC","Fair","44.18","1.55","50.99","97.04","2.77","0.49","2.47","12.4"
"Skarner","JUNGLE","Fair","43.92","-4.15","52.28","78.91","0.68","0.15","2.82","12.4"
"Skarner","TOP","Bad","24.51","7.49","48.28","18.23","0.15","0.15","2.30","12.4"
"Sona","SUPPORT","Good","53.31","-1.75","52.89","96.97","3.57","0.54","2.84","12.4"
"Soraka","SUPPORT","Good","55.7","-7.39","51.73","90.7","6.6","4.02","2.72","12.4"
"Swain","ADC","Fair","46.95","-0.32","53.98","21.03","0.5","1.46","2.78","12.4"
"Swain","SUPPORT","Fair","41.34","1.93","48.94","62.12","2.16","1.46","2.22","12.4"
"Swain","MID","Weak","39.64","-2.38","49.31","12.95","0.37","1.46","2.50","12.4"
"Sylas","MID","Strong","58.66","3.44","49.38","83.08","7.02","3.77","2.08","12.4"
"Sylas","TOP","Bad","30.48","5.93","49.69","10.95","0.94","3.77","1.83","12.4"
"Syndra","MID","Fair","45.98","-0.23","48.45","89.53","3.54","1.11","2.15","12.4"
"Tahm Kench","SUPPORT","Fair","45.91","10.08","51.25","44.11","1.59","4.08","2.49","12.4"
"Tahm Kench","TOP","Weak","40.08","-2.49","48.82","45.86","1.9","4.08","2.41","12.4"
"Taliyah","SUPPORT","Fair","45.15","8.34","52.72","20.04","0.28","0.16","2.14","12.4"
"Taliyah","MID","Fair","43.35","0.23","51.88","15.39","0.23","0.16","2.37","12.4"
"Taliyah","JUNGLE","Weak","36.71","-1.96","49.24","60.26","0.97","0.18","2.58","12.4"
"Talon","MID","Good","48.33","2.38","50.57","65.88","2.91","2.2","2.19","12.4"
"Talon","JUNGLE","Weak","35.17","-2.93","48.46","30.9","1.34","2.2","2.38","12.4"
"Taric","SUPPORT","Fair","44.55","4.84","50.56","87.76","0.96","0.13","2.73","12.4"
"Teemo","TOP","God ","71.23","-3.92","50.99","81.53","5.41","9.78","1.72","12.4"
"Thresh","SUPPORT","Good","52.88","-15.32","47.81","98.02","9.96","4.31","2.48","12.4"
"Tristana","ADC","Good","51.39","1.64","51.88","88.18","6.95","2.94","2.37","12.4"
"Trundle","JUNGLE","Good","51.32","0.18","52.36","63.35","3.1","2.75","2.68","12.4"
"Trundle","TOP","Weak","40.25","1.4","52.3","32.15","1.61","2.75","1.62","12.4"
"Tryndamere","TOP","God ","92.98","5.29","51.58","86.16","6.88","21.88","1.83","12.4"
"Twisted Fate","MID","Weak","38.35","-4.13","45.71","92.47","2.8","0.33","2.12","12.4"
"Twitch","ADC","Good","50.48","0.39","51.94","82.36","6.12","3.67","2.41","12.4"
"Udyr","JUNGLE","Weak","40.03","0.87","49.27","92.98","2","0.55","2.56","12.4"
"Urgot","TOP","Strong","58.9","1.49","51.85","94.37","3.93","2.47","1.93","12.4"
"Varus","ADC","Weak","38.76","-0.43","48.56","92.15","2.35","0.3","2.24","12.4"
"Vayne","ADC","Strong","59.36","0.13","51.48","84.49","11.58","15.83","2.16","12.4"
"Vayne","TOP","Weak","35.98","-5.61","49.66","13.47","1.74","15.83","1.52","12.4"
"Veigar","MID","Strong","69.98","3.43","51.6","76.74","8.55","7.17","2.34","12.4"
"Veigar","ADC","Good","48.75","-1.56","54.8","15.29","1.7","7.17","2.52","12.4"
"Vel'Koz","MID","Fair","44.68","-1.14","50.77","38.31","1.03","0.52","2.56","12.4"
"Vel'Koz","SUPPORT","Fair","42.7","6.31","50.46","56.05","1.47","0.5","2.13","12.4"
"Vex","MID","Strong","62.31","-4","49.99","89.94","6.69","11.34","2.42","12.4"
"Vi","JUNGLE","Good","53.2","2.09","52.07","94.16","4.46","2.11","2.35","12.4"
"Viego","JUNGLE","God ","74.64","-3.32","49.29","94.4","11.79","10.84","2.35","12.4"
"Viktor","MID","Strong","64.52","-1.4","51.19","91.57","7.28","6.61","2.24","12.4"
"Vladimir","MID","Good","53.38","3.28","51.07","76.66","3.73","5.24","2.42","12.4"
"Vladimir","TOP","Bad","31.02","1.51","49.08","21","1.01","5.24","2.01","12.4"
"Volibear","JUNGLE","Good","54.23","4.92","52.67","55.13","3.73","2.14","2.73","12.4"
"Volibear","TOP","Good","47.64","-0.62","50.3","42.54","3.1","2.14","1.79","12.4"
"Warwick","JUNGLE","Good","51.77","1.03","50.43","76.9","5.05","5.47","2.21","12.4"
"Warwick","TOP","Bad","29.86","-1.47","49.09","21.65","1.04","5.47","1.82","12.4"
"Wukong","TOP","Weak","40.35","3.43","50.63","77.27","1.77","0.59","2.05","12.4"
"Wukong","JUNGLE","Weak","34.69","2.83","49.65","15.13","0.36","0.62","2.40","12.4"
"Xayah","ADC","Good","47.62","5.32","50.77","97.97","5.67","0.57","2.38","12.4"
"Xerath","MID","Good","50.9","-0.51","50.5","41.22","2.39","4.06","3.00","12.4"
"Xerath","SUPPORT","Fair","47.23","-0.24","50.39","53.34","3.34","4.06","2.52","12.4"
"Xin Zhao","JUNGLE","Strong","64.08","2.22","50.63","93.77","8.26","7.08","2.38","12.4"
"Yasuo","MID","God ","83.2","2.86","49.25","71.34","12.02","23.14","1.70","12.4"
"Yasuo","ADC","Weak","41.17","-3.78","50.89","13.05","2.04","23.14","1.95","12.4"
"Yasuo","TOP","Weak","37.31","-8.35","47.72","14.52","2.24","23.14","1.46","12.4"
"Yone","MID","God ","70.92","4.33","50.04","63.69","9.21","17.79","1.84","12.4"
"Yone","TOP","Strong","60.91","-15.13","49.76","33.37","4.37","17.79","1.65","12.4"
"Yorick","TOP","Good","49.53","0.93","52.52","95.8","2.81","2.7","1.57","12.4"
"Yuumi","SUPPORT","Strong","68.75","-26.41","48.75","98.42","11.18","25.79","4.12","12.4"
"Zac","JUNGLE","Strong","60.44","2.92","53.04","85.55","3.97","2.15","3.54","12.4"
"Zed","MID","God ","77.07","1.64","50.13","68.21","8.13","34.01","2.24","12.4"
"Zed","JUNGLE","Fair","44.82","2.1","48.05","28.58","3.02","34.01","2.45","12.4"
"Zeri","ADC","God ","86.66","-6.85","51.06","84.59","15.51","47.78","2.38","12.4"
"Ziggs","ADC","Fair","43.07","-2.45","51.33","71.53","1.97","0.47","2.39","12.4"
"Ziggs","MID","Weak","40.89","-1.43","49.89","23.58","0.69","0.49","2.34","12.4"
"Zilean","MID","Good","50.37","-1.3","51.56","25.03","1.14","3.68","3.28","12.4"
"Zilean","SUPPORT","Good","47.74","-0.67","49.79","69.18","3.09","3.68","3.02","12.4"
"Zoe","MID","Fair","47.1","-2.3","48.3","91.74","3.5","1.38","2.44","12.4"
