"Name","Role","Tier","Score","Trend","Win %","Role %","Pick %","Ban %","KDA","Patch"
"Gwen","JUNGLE","Bad","27.16","-1.8","45.78","17.82","0.47","1.81","2.11","12.6"
"Hecarim","JUNGLE","Good","49.97","-33.65","48.62","98.55","4.75","11.3","2.77","12.6"
"Heimerdinger","MID","Fair","44.18","4.35","52.78","37.63","0.86","1","1.91","12.6"
"Heimerdinger","ADC","Weak","37.46","-1.83","54.16","15.68","0.28","1","2.12","12.6"
"Heimerdinger","SUPPORT","Bad","34.57","0","50.99","10.88","0.23","1","1.85","12.6"
"Heimerdinger","TOP","Bad","31.77","2.44","49.6","35.31","0.75","1","1.61","12.6"
"Illaoi","TOP","Good","47.89","0.56","50.11","93.14","3.54","4.86","1.34","12.6"
"Irelia","TOP","God ","80.26","-2.85","48.95","57.09","7.41","24.1","1.54","12.6"
"Irelia","MID","Good","56.17","-0.93","48.94","41.13","5.32","24.1","1.72","12.6"
"Ivern","JUNGLE","Weak","39.1","-2.27","48.18","77.22","1.23","0.41","3.04","12.6"
"Ivern","SUPPORT","Bad","26.84","0","45.98","13.05","0.21","0.41","2.38","12.6"
"Janna","SUPPORT","Strong","61.97","-3.47","52.78","97.87","5.28","2.34","3.13","12.6"
"Jarvan IV","JUNGLE","Good","49.79","0.01","49.54","91.55","3.91","0.51","3.13","12.6"
"Jax","TOP","God ","76.47","14.26","51.51","83.48","7.15","10.19","1.61","12.6"
"Jax","JUNGLE","Fair","42.35","11.03","52.05","14.72","1.29","9.79","2.09","12.6"
"Jayce","TOP","Good","56.18","-3.22","47.2","84.28","5.83","2.18","1.68","12.6"
"Jayce","MID","Fair","40.37","1.71","50.34","14.12","0.9","2.18","2.04","12.6"
"Jhin","ADC","God ","73.12","-8.73","50.31","97.19","14.88","4.39","2.81","12.6"
"Jinx","ADC","God ","93.09","0.62","50.64","98.79","22.39","8.41","2.30","12.6"
"Kai'Sa","ADC","Strong","67.27","1.12","49.23","69.21","14.3","7.74","2.37","12.6"
"Kai'Sa","MID","Good","51.77","7.03","46.55","29.19","5.96","7.74","2.10","12.6"
"Kalista","ADC","Bad","30.96","1.92","49.52","84.47","1.6","0.29","2.22","12.6"
"Karma","SUPPORT","Strong","66.51","-3.37","48.9","81.81","8.87","6.17","2.65","12.6"
"Karma","MID","Good","48.56","0.42","51.59","11.04","1.29","6.17","2.84","12.6"
"Karthus","ADC","Weak","39.91","-1.08","54","25.9","1.15","2.13","2.18","12.6"
"Karthus","MID","Weak","39.29","-2.69","50.33","13.28","0.42","1.78","2.14","12.6"
"Karthus","JUNGLE","Weak","37.6","2.2","48.33","52.05","1.81","2.13","2.38","12.6"
"Kassadin","MID","Good","53.29","2.49","49.47","94.97","4.49","10.46","2.23","12.6"
"Katarina","MID","Strong","64.99","2.76","50.39","94.2","7.32","9.33","2.21","12.6"
"Kayle","TOP","Good","59.35","2.95","53.24","77.23","3.92","1.7","1.80","12.6"
"Kayle","MID","Fair","43.65","-2.74","51.62","19.89","1.03","1.7","2.11","12.6"
"Kayn","JUNGLE","Strong","67.65","-1.92","50.37","96.53","10.05","11.76","2.34","12.6"
"Kennen","MID","Fair","46.37","3.89","53.57","14.83","0.39","0.72","2.34","12.6"
"Kennen","TOP","Weak","39.23","-1.8","48.36","80.72","2.22","0.72","1.89","12.6"
"Kha'Zix","JUNGLE","Strong","61.81","-1.66","50.75","98.66","7.98","7.76","2.49","12.6"
"Kindred","JUNGLE","Good","49.17","0.98","51.06","92.55","4.23","3.37","2.21","12.6"
"Kled","TOP","Fair","43.16","-0.44","50.09","87.95","1.77","0.98","2.26","12.6"
"Kog'Maw","MID","Weak","38.63","-1.13","50.34","10.3","0.21","0.34","2.15","12.6"
"Kog'Maw","ADC","Weak","34.64","-1.74","51.21","85.47","1.75","0.33","2.14","12.6"
"LeBlanc","MID","Good","54.14","2.9","48.09","93.57","4.92","8.3","2.65","12.6"
"Lee Sin","JUNGLE","God ","89.96","-0.68","48.28","94.63","16.75","16.83","2.65","12.6"
"Leona","SUPPORT","Good","59.3","-1.61","49.02","98.72","7.14","9.96","2.30","12.6"
"Lillia","JUNGLE","Fair","41.1","-4.32","48.25","84.04","2.87","0.84","2.53","12.6"
"Lillia","TOP","Weak","39.83","7.15","52.99","11.04","0.41","0.88","1.96","12.6"
"Lissandra","MID","Good","48.5","-0.01","51.01","90.16","2.51","0.73","2.33","12.6"
"Lucian","ADC","Strong","69.86","16.18","52.37","82.45","12.89","5.91","2.37","12.6"
"Lucian","MID","Weak","38.34","2.38","48.22","11.26","1.59","5.91","1.93","12.6"
"Lulu","SUPPORT","God ","81.12","-6.61","50.59","95.36","9.83","18.8","3.00","12.6"
"Lux","SUPPORT","God ","79.71","-4.24","49.61","64.81","11.34","11.14","2.40","12.6"
"Lux","MID","Strong","60.86","-3.02","50.35","31.64","5.29","11.14","2.69","12.6"
"Malphite","TOP","Strong","66.05","2.65","51.87","74.67","4.84","4.71","2.33","12.6"
"Malphite","MID","Weak","36.17","-5.88","47.7","11.2","0.72","4.71","2.29","12.6"
"Malphite","SUPPORT","Bad","30.62","1.44","47.69","11.68","0.76","4.66","2.01","12.6"
"Malzahar","MID","Good","52.14","1.24","52.25","90.11","3.08","3.14","2.16","12.6"
"Maokai","SUPPORT","Fair","41.05","3.84","51.95","75.77","1.08","0.12","2.21","12.6"
"Maokai","TOP","Bad","33.85","6.39","50.18","18.01","0.27","0.12","2.12","12.6"
"Master Yi","JUNGLE","Strong","63.96","-6.9","51.17","91.63","7.45","19.71","1.95","12.6"
"Miss Fortune","ADC","God ","72.42","20.53","51.1","92.14","15.51","2.94","2.30","12.6"
"Mordekaiser","TOP","Strong","69.59","1.36","52.56","82.29","5.57","6.62","1.84","12.6"
"Mordekaiser","JUNGLE","Fair","41.94","1.14","52.05","11.18","0.82","7.16","2.28","12.6"
"Morgana","SUPPORT","Strong","69.82","-2.74","49.18","87.22","7.47","26.21","2.42","12.6"
"Nami","SUPPORT","God ","78.67","7.49","52.12","99.34","10.31","1.97","3.22","12.6"
"Nasus","TOP","Good","55.98","-1.59","50.75","70.04","4.11","4.11","1.86","12.6"
"Nasus","SUPPORT","Bad","18.19","0","41.84","13.52","0.59","4.11","1.99","12.6"
"Nautilus","SUPPORT","God ","83.92","4.87","50.22","97.51","12.04","15.53","2.33","12.6"
"Neeko","MID","Good","48.89","-0.18","52.37","57.54","1.83","0.54","2.34","12.6"
"Neeko","SUPPORT","Weak","35.96","5.86","50.21","25.81","0.82","0.57","2.05","12.6"
"Nidalee","JUNGLE","Good","52.77","8.01","48.47","88.95","6.13","4.72","2.76","12.6"
"Nocturne","JUNGLE","Strong","61.22","4.8","53.29","95.21","5.89","4.7","2.69","12.6"
"Nunu","JUNGLE","Good","47.04","-1.55","49.94","87.62","3.35","1.76","2.74","12.6"
"Olaf","JUNGLE","Weak","37.61","3.59","49.48","82.85","1.12","0.62","2.33","12.6"
"Olaf","TOP","Bad","20.38","5.95","46.31","15.71","0.21","0.65","1.47","12.6"
"Orianna","MID","Fair","46.15","-1.41","49.03","92","2.68","0.23","2.50","12.6"
"Ornn","TOP","Good","57.38","4.33","51.69","92.97","3.6","0.5","2.32","12.6"
"Pantheon","MID","Fair","45.14","-0.58","52.15","22.46","1","0.9","2.23","12.6"
"Pantheon","TOP","Weak","34.73","-0.58","49.25","25.86","0.96","0.85","1.98","12.6"
"Pantheon","SUPPORT","Bad","31.58","4.74","46.37","44.1","1.89","0.85","1.95","12.6"
"Poppy","JUNGLE","Fair","45.92","3.25","51","58.58","2.38","1.95","2.63","12.6"
"Poppy","TOP","Fair","42.25","2.56","51.41","32.37","1.33","1.95","2.05","12.6"
"Pyke","SUPPORT","God ","87.34","11.13","49.69","85.69","12.7","19.18","2.19","12.6"
"Pyke","MID","Good","53.83","0","53.29","11.29","1.7","19.18","2.79","12.6"
"Qiyana","MID","Good","50.36","1.91","49.67","71.61","4.03","5.92","2.04","12.6"
"Qiyana","JUNGLE","Weak","35.24","-1.78","47.93","23.44","1.32","5.92","2.32","12.6"
"Quinn","TOP","Fair","43.71","1.72","51.94","81.08","1.66","1","1.84","12.6"
"Rakan","SUPPORT","Good","53.64","4.1","49.95","97.79","5.02","0.37","2.84","12.6"
"Rammus","JUNGLE","Good","55.7","7.21","54.46","95.58","2.6","4.25","3.00","12.6"
"Rek'Sai","JUNGLE","Good","48.33","0.81","50.88","96.68","3.39","5.25","2.51","12.6"
"Rell","SUPPORT","Fair","40.82","0.36","50.63","98.53","1.53","0.32","2.40","12.6"
"Renata Glasc","SUPPORT","God ","75.59","-5.43","52.35","98.65","8.93","10.47","2.80","12.6"
"Renekton","TOP","Fair","42.37","-2.37","47.48","85.38","3.22","2.41","1.76","12.6"
"Renekton","MID","Weak","37.57","-0.93","49.65","12.93","0.47","2.41","2.02","12.6"
"Rengar","JUNGLE","Strong","64.88","23.17","50.57","75.99","8.5","18.09","2.22","12.6"
"Rengar","TOP","Fair","44.87","15.24","49.36","21.02","2.43","18.09","1.76","12.6"
"Riven","TOP","Strong","68.93","2.5","50.27","89.92","6.51","3.93","1.88","12.6"
"Rumble","MID","Fair","45.63","-3.69","51.97","30.12","0.72","0.38","2.57","12.6"
"Rumble","TOP","Bad","34.06","1.86","48.18","53.32","1.22","0.38","2.02","12.6"
"Rumble","JUNGLE","Bad","33.47","-1.83","47.43","13.45","0.3","0.34","2.74","12.6"
"Ryze","MID","Weak","35.54","-6.37","44.76","83.63","2.61","0.26","2.07","12.6"
"Ryze","TOP","Bad","21.98","-1.51","45.65","14.43","0.44","0.26","1.72","12.6"
"Samira","ADC","Strong","62.59","3.75","52.01","97.22","9.53","16.45","2.30","12.6"
"Sejuani","JUNGLE","Good","49.04","-3.92","51.84","77.04","1.94","0.28","3.14","12.6"
"Sejuani","TOP","Fair","41.27","7.81","52.27","16.3","0.35","0.28","2.45","12.6"
"Senna","SUPPORT","God ","74.77","0.92","51.94","92.55","9.71","5.4","2.63","12.6"
"Seraphine","SUPPORT","Fair","44.72","-2.19","48.85","69.73","3.6","0.95","2.43","12.6"
"Seraphine","MID","Fair","41.86","2.79","50.08","13.66","0.64","1.01","2.59","12.6"
"Seraphine","ADC","Fair","41.56","-1.13","53.18","16.25","0.76","0.95","2.82","12.6"
"Sett","TOP","God ","76.05","-3.79","50.69","80.41","7.43","7.28","1.73","12.6"
"Sett","SUPPORT","Weak","35.96","11.25","50.2","10.8","0.77","7.28","2.06","12.6"
"Shaco","JUNGLE","Strong","60.72","-1.84","50.4","84.72","6.56","18.53","2.65","12.6"
"Shaco","SUPPORT","Weak","36.05","4.66","49.08","11.12","0.97","19.43","2.26","12.6"
"Shen","TOP","Strong","66.94","-3.82","52.49","86.68","4.23","1.12","2.90","12.6"
"Shyvana","JUNGLE","Good","51.06","4.76","52.79","87.82","2.68","0.74","2.77","12.6"
"Shyvana","TOP","Weak","37.99","-0.25","52","10.2","0.32","0.74","2.08","12.6"
"Singed","TOP","Good","47.47","4.47","53.18","68.8","1.71","0.47","1.94","12.6"
"Singed","MID","Fair","46.41","-6","52.92","18.2","0.41","0.47","2.57","12.6"
"Sion","TOP","Good","58.7","1.32","50.26","81.72","5.48","2.4","1.37","12.6"
"Sivir","ADC","Weak","38.95","-0.72","51.29","94.85","2.62","0.57","2.39","12.6"
"Skarner","JUNGLE","Fair","41.68","1.92","51.02","74.89","0.72","0.15","2.71","12.6"
"Skarner","TOP","Bad","30.7","1.68","48.75","21.28","0.16","0.15","2.21","12.6"
"Sona","SUPPORT","Good","55.09","5.79","53.18","96.17","3.51","0.47","2.90","12.6"
"Soraka","SUPPORT","God ","72.46","7.74","53.56","92","7.99","6.25","2.73","12.6"
"Swain","SUPPORT","Fair","45.27","8.34","51.61","63.94","2.32","1.3","2.31","12.6"
"Swain","MID","Fair","45.09","1.33","52.28","15.09","0.37","1.19","2.57","12.6"
"Swain","ADC","Fair","41.34","0.78","53.2","19.08","0.44","1.3","2.90","12.6"
"Sylas","MID","Strong","61.67","0.91","50.56","78.77","6.84","3.98","2.11","12.6"
"Sylas","TOP","Weak","36.09","0.2","49.74","13.32","1.11","3.98","1.87","12.6"
"Syndra","MID","Fair","42.87","-4.04","47.91","87.41","2.94","1.06","2.11","12.6"
"Tahm Kench","TOP","Good","46.71","-3.75","50.4","55.51","2.04","2.82","2.42","12.6"
"Tahm Kench","SUPPORT","Weak","35.07","-2.62","48.38","36.02","1.14","2.82","2.40","12.6"
"Taliyah","MID","Weak","39.4","1.59","50.19","16.02","0.3","0.18","2.29","12.6"
"Taliyah","SUPPORT","Weak","38.95","5.19","52.32","19.37","0.33","0.18","2.15","12.6"
"Taliyah","JUNGLE","Weak","37.54","-1.01","48.74","60.66","1.18","0.21","2.56","12.6"
"Talon","MID","Good","49.39","1.36","51.03","55.6","3","2.41","2.15","12.6"
"Talon","JUNGLE","Fair","43.84","4.61","50.67","41.2","2.23","2.41","2.44","12.6"
"Taric","SUPPORT","Fair","42.1","7.09","51.09","88.38","1.19","0.21","2.74","12.6"
"Teemo","TOP","Strong","64.74","-5.15","50.8","78.22","5.36","9.36","1.65","12.6"
"Thresh","SUPPORT","Good","56.08","-5.71","45.84","98.27","8.43","3.13","2.40","12.6"
"Tristana","ADC","Fair","44.65","-3.41","50.58","86.82","5.63","3.17","2.26","12.6"
"Trundle","JUNGLE","Good","49.5","-5.43","51.62","66.28","3.18","2.6","2.63","12.6"
"Trundle","TOP","Weak","39.21","-1.83","51.12","28.96","1.42","2.6","1.63","12.6"
"Tryndamere","TOP","Good","60.09","-33.16","49.22","84.16","4.7","19.06","1.74","12.6"
"Tryndamere","MID","Fair","41.55","0","51.6","10.11","0.51","19.06","1.98","12.6"
"Twisted Fate","MID","Fair","44.17","1.83","48.33","89.28","3.05","0.43","2.14","12.6"
"Twitch","ADC","Good","49.02","-1.31","51.8","76.95","5.9","5.01","2.35","12.6"
"Udyr","JUNGLE","Fair","43.32","-0.43","50.3","93.12","2.05","0.67","2.60","12.6"
"Urgot","TOP","Good","56.93","0.9","53.5","90.56","3.2","2.19","1.95","12.6"
"Varus","ADC","Bad","30.39","1.37","48.52","88.11","2.14","0.17","2.27","12.6"
"Vayne","ADC","Strong","60.48","-3.72","50.92","79.15","10.22","15.75","2.09","12.6"
"Vayne","TOP","Fair","42.12","1.11","49.95","18.68","2.19","15.75","1.50","12.6"
"Veigar","MID","Strong","68.67","-1.86","51.92","73.29","7.42","9.16","2.30","12.6"
"Veigar","ADC","Fair","41.6","-2.86","53.18","16.91","1.62","9.16","2.46","12.6"
"Vel'Koz","SUPPORT","Fair","42.54","6.69","51.68","61.82","1.64","0.56","2.22","12.6"
"Vel'Koz","MID","Fair","41.44","-2.29","49.58","32.88","0.88","0.56","2.54","12.6"
"Vex","MID","Strong","63.46","1.53","50.4","91.3","6.68","9.62","2.34","12.6"
"Vi","JUNGLE","Good","51.15","-2.98","51.62","93.13","4.33","1.6","2.36","12.6"
"Viego","JUNGLE","God ","70.16","0.18","49.32","94.58","11.63","10.16","2.38","12.6"
"Viktor","MID","Strong","60.37","-1.34","51.26","92.17","5.9","3.78","2.23","12.6"
"Vladimir","MID","Good","51.72","0.23","50.42","71.83","3.7","5.8","2.28","12.6"
"Vladimir","TOP","Weak","37","2.43","49.58","26.19","1.18","5.8","1.97","12.6"
"Volibear","JUNGLE","Strong","63.74","6.22","53.11","63.85","6.75","4.66","2.77","12.6"
"Volibear","TOP","Good","49.49","-0.73","49.2","33.86","3.78","4.66","1.70","12.6"
"Warwick","JUNGLE","Good","53.92","1.79","51.93","74.84","5.03","5.14","2.22","12.6"
"Warwick","TOP","Fair","40.72","3.33","51.72","23.04","1.15","5.14","1.84","12.6"
"Wukong","TOP","Weak","39.87","-1.8","49.35","74.86","1.76","0.54","2.04","12.6"
"Wukong","JUNGLE","Bad","34.22","1.39","48.59","16.45","0.38","0.56","2.41","12.6"
"Xayah","ADC","Strong","62.38","16.48","51.01","95.57","11.55","4.61","2.31","12.6"
"Xerath","MID","Good","48.13","-2.01","49.99","39.09","2.06","3.39","2.88","12.6"
"Xerath","SUPPORT","Fair","46.23","3.3","50.09","55.57","3.22","3.39","2.45","12.6"
"Xin Zhao","JUNGLE","Fair","44.86","-5.39","49.15","92.09","4.02","2.5","2.27","12.6"
"Yasuo","MID","God ","85.59","-2.28","50.58","67.92","11.07","24.46","1.71","12.6"
"Yasuo","TOP","Fair","46.02","-1.28","49.86","16.26","2.5","24.46","1.47","12.6"
"Yasuo","ADC","Weak","36.02","-1.85","50.9","14.61","2.3","24.46","1.95","12.6"
"Yone","MID","Strong","68.37","-3.26","49.82","59.59","8.18","17.99","1.81","12.6"
"Yone","TOP","Strong","61.9","-6.19","50.63","36.9","4.66","17.99","1.65","12.6"
"Yorick","TOP","Good","53.65","6.73","53.7","95.16","2.97","3.43","1.56","12.6"
"Yuumi","SUPPORT","God ","93.63","-0.52","49.57","98.58","10.96","26.7","4.03","12.6"
"Zac","JUNGLE","Good","59.38","-0.32","52.05","84.84","4.74","3.46","3.46","12.6"
"Zed","MID","God ","79.98","-1.13","49.68","69.62","8.3","35.15","2.20","12.6"
"Zed","JUNGLE","Fair","44.19","-1.45","47.85","26.14","2.93","35.15","2.43","12.6"
"Zeri","ADC","Strong","60.36","-24.51","48.67","92.26","9.82","25.19","2.28","12.6"
"Ziggs","MID","Fair","42.39","-0.21","50.88","28.49","0.86","0.48","2.26","12.6"
"Ziggs","ADC","Fair","40.06","2.37","52.61","63.93","1.8","0.45","2.43","12.6"
"Zilean","MID","Good","53.12","1.86","53.59","21.37","0.85","2.85","3.31","12.6"
"Zilean","SUPPORT","Fair","45.11","0.32","49.28","73.07","2.79","2.85","2.91","12.6"
"Zoe","MID","Good","48.26","-1.19","49.69","90.75","2.97","1.24","2.46","12.6"
