"Name","Role","Tier","Score","Trend","Win %","Role %","Pick %","Ban %","KDA","Patch"
"Camille","TOP","Strong","65.86","2.32","50.53","94.71","5.52","4.03","1.88","12.7"
"Cassiopeia","MID","Fair","46.42","1.17","51.68","73.08","1.88","1.48","2.05","12.7"
"Cassiopeia","ADC","Weak","34.82","3.74","54.17","11.54","0.28","1.47","2.28","12.7"
"Cassiopeia","TOP","Bad","30.45","-7.52","49.66","14.58","0.43","1.48","1.85","12.7"
"Cho'Gath","TOP","Good","47.27","-1.4","50.92","64.97","2.38","0.97","2.08","12.7"
"Cho'Gath","MID","Good","46.99","2.01","53.07","22","0.62","0.97","2.42","12.7"
"Corki","MID","Fair","38.09","-1.42","46.69","89.86","2.11","0.52","2.05","12.7"
"Darius","TOP","God ","91.01","-0.61","50.07","92.12","8.08","19.65","1.79","12.7"
"Diana","JUNGLE","God ","84.84","11.09","51.63","83.04","9.58","12.83","2.47","12.7"
"Diana","MID","Good","50.12","3.2","53.42","15.36","1.71","12.83","2.14","12.7"
"Dr. Mundo","TOP","Fair","45.19","-0.5","50.58","84.95","2.19","1.54","2.05","12.7"
"Draven","ADC","Fair","43.79","1.46","50.39","94.27","5.68","10.5","2.05","12.7"
"Ekko","JUNGLE","Good","57.5","0.06","50.56","65.79","5.51","3.99","2.68","12.7"
"Ekko","MID","Fair","45.15","-2.98","49.2","31.91","2.67","3.99","2.17","12.7"
"Elise","JUNGLE","Weak","35.61","-8.15","49.96","91.41","1.79","0.94","2.52","12.7"
"Evelynn","JUNGLE","Fair","44.94","-0.63","49.25","98.28","3.51","6.21","2.78","12.7"
"Ezreal","ADC","Strong","75.07","9.42","48.93","95.23","15.78","3.63","2.30","12.7"
"Fiddlesticks","JUNGLE","Fair","41.31","-4.5","50.04","90.55","2.75","1.95","2.61","12.7"
"Fiora","TOP","God ","77.37","3.69","50.8","97.02","6.54","14.49","1.70","12.7"
"Fizz","MID","Good","55.23","-0.13","52.14","94.13","3.82","5.48","2.39","12.7"
"Galio","MID","Good","49.52","-1.74","51.93","63.58","1.87","0.41","2.60","12.7"
"Galio","SUPPORT","Weak","33.6","-0.41","48.23","34.9","1.01","0.42","2.21","12.7"
"Gangplank","TOP","God ","84.26","24.04","47.56","86.26","8.67","10.58","1.93","12.7"
"Gangplank","MID","Fair","40.99","5.18","49.04","12.58","1.38","10.58","2.13","12.7"
"Garen","TOP","Strong","72.94","4.4","51.11","85.32","6.34","3.36","1.97","12.7"
"Gnar","TOP","Fair","45.91","-7.32","47.58","95.86","3.7","0.89","1.81","12.7"
"Gragas","MID","Fair","43.05","2.41","51.24","11.25","0.42","0.39","2.41","12.7"
"Gragas","TOP","Weak","36.88","-3.78","47.09","55.62","2.21","0.44","2.01","12.7"
"Gragas","SUPPORT","Bad","29.65","1.62","47.36","11.81","0.4","0.44","2.21","12.7"
"Gragas","JUNGLE","Bad","27.75","-8.42","48.58","20.8","0.71","0.44","2.69","12.7"
"Graves","JUNGLE","God ","77.19","14.69","50.41","70.15","9.01","8.5","2.57","12.7"
"Graves","TOP","Good","48.9","2.02","50.49","23.54","2.97","8.5","1.69","12.7"
"Gwen","TOP","Fair","43.94","11.02","48.75","75.85","3.03","1.64","1.73","12.7"
"Gwen","JUNGLE","Bad","29.67","2.51","50.21","20.07","0.73","1.64","2.32","12.7"
"Hecarim","JUNGLE","Fair","40.36","-9.61","47.34","97.99","3.76","5.27","2.68","12.7"
"Heimerdinger","MID","Fair","40.85","-3.33","50.79","38.87","0.86","0.99","1.87","12.7"
"Heimerdinger","SUPPORT","Weak","35.38","0.81","51.22","11.94","0.22","0.99","1.86","12.7"
"Heimerdinger","ADC","Weak","31.56","-5.91","53.45","19.36","0.3","0.92","2.09","12.7"
"Heimerdinger","TOP","Bad","30.55","-1.21","49.95","33.05","0.69","0.99","1.55","12.7"
"Illaoi","TOP","Good","47.46","-0.44","51","93.58","3.05","4.57","1.38","12.7"
"Irelia","TOP","God ","80.08","-0.19","49.63","55.4","6.69","23.33","1.58","12.7"
"Irelia","MID","Good","55.75","-0.42","49.79","42.86","5.2","23.33","1.75","12.7"
"Ivern","JUNGLE","Weak","36.15","-2.95","49.59","76.23","1.09","0.4","3.27","12.7"
"Ivern","SUPPORT","Bad","23.18","-3.66","44.27","13.04","0.18","0.37","2.35","12.7"
"Janna","SUPPORT","Good","57.48","-4.49","51.76","97.66","4.6","1.58","3.06","12.7"
"Jarvan IV","JUNGLE","Good","51.86","2.07","49.84","92.19","4.18","0.57","3.24","12.7"
"Jax","TOP","God ","77.92","1.45","51.33","83.8","6.91","10.28","1.60","12.7"
"Jax","JUNGLE","Bad","24.03","-18.32","47.71","14.11","1.17","9.65","2.07","12.7"
"Jayce","TOP","Fair","41.75","-14.43","46.98","81.01","3.43","1.05","1.65","12.7"
"Jayce","MID","Fair","38.8","-1.58","49.53","16.88","0.68","1.05","2.02","12.7"
"Jhin","ADC","Strong","75.03","1.92","50.19","97.61","13.68","3.56","2.79","12.7"
"Jinx","ADC","God ","93.32","0.24","50.73","98.75","19.23","6.83","2.26","12.7"
"Kai'Sa","ADC","Strong","67.52","0.25","49.11","76.22","12.94","6.16","2.35","12.7"
"Kai'Sa","MID","Fair","44.53","-7.25","46.9","22.21","3.84","6.16","2.11","12.7"
"Kalista","ADC","Bad","27.35","-3.61","48.02","89.09","2.8","0.62","2.20","12.7"
"Karma","SUPPORT","Strong","66.82","0.32","48.98","84.75","8.88","5.59","2.67","12.7"
"Karthus","JUNGLE","Good","47.07","9.47","48.88","72.55","4.22","8.57","2.49","12.7"
"Karthus","ADC","Weak","33.63","-6.29","52.84","14.57","1","8.57","2.18","12.7"
"Kassadin","MID","Good","48.67","-4.62","49.79","96.05","3.14","8.37","2.27","12.7"
"Katarina","MID","Strong","67.24","2.25","48.98","93.76","9.35","10.65","2.17","12.7"
"Kayle","TOP","Strong","60.23","0.88","52.88","76.95","4.02","1.75","1.80","12.7"
"Kayle","MID","Good","49.44","5.8","54.31","19.9","1.02","1.75","2.22","12.7"
"Kayn","JUNGLE","God ","84.63","16.98","50.38","96.73","10.4","12.2","2.35","12.7"
"Kennen","MID","Fair","44.66","-1.7","52.29","16.99","0.42","0.66","2.36","12.7"
"Kennen","TOP","Fair","41.22","1.99","49.76","79.04","2.01","0.66","1.94","12.7"
"Kha'Zix","JUNGLE","Strong","72.24","10.43","50.77","98.29","8.14","7.97","2.52","12.7"
"Kindred","JUNGLE","Good","49.22","0.04","51.37","92.08","4.08","3.53","2.22","12.7"
"Kled","MID","Good","50.8","0","55.12","10.42","0.16","0.86","2.72","12.7"
"Kled","TOP","Fair","39.2","-3.95","49.41","85.34","1.49","0.82","2.22","12.7"
"Kog'Maw","ADC","Weak","34.43","-0.21","52.01","86.89","1.91","0.41","2.22","12.7"
"LeBlanc","MID","Good","50.16","-3.99","47.17","93.35","4.55","8.16","2.60","12.7"
"Lee Sin","JUNGLE","God ","88.78","-1.18","46.47","93.51","12.58","12.87","2.55","12.7"
"Leona","SUPPORT","Good","58.72","-0.58","49.01","98.34","6.98","9.4","2.29","12.7"
"Lillia","JUNGLE","Good","57.86","16.76","52","81.6","4.87","1.67","2.74","12.7"
"Lillia","TOP","Fair","39.56","-0.27","51.83","14.27","0.85","1.67","2.05","12.7"
"Lissandra","MID","Good","47.03","-1.47","50.28","90.68","2.48","0.76","2.33","12.7"
"Lucian","ADC","God ","81.67","11.82","51.85","85.31","14.71","8.54","2.32","12.7"
"Lulu","SUPPORT","God ","78.24","-2.88","49.9","95.17","9.6","18.05","2.94","12.7"
"Lux","SUPPORT","God ","77.2","-2.51","48.88","64.54","11.05","11.07","2.36","12.7"
"Lux","MID","Strong","61.11","0.26","51.45","31.84","5.09","11.07","2.76","12.7"
"Malphite","TOP","Strong","62.72","-3.32","51.35","71.48","4.26","4.19","2.32","12.7"
"Malphite","MID","Fair","44.66","8.49","51.52","12.53","0.7","4.19","2.44","12.7"
"Malphite","SUPPORT","Bad","29.71","-0.91","47","12.78","0.8","4.23","2.06","12.7"
"Malzahar","MID","Good","53.53","1.38","53.41","90.22","2.99","3.32","2.16","12.7"
"Maokai","SUPPORT","Weak","36.22","-4.83","49.34","73.66","1.27","0.15","2.10","12.7"
"Maokai","TOP","Weak","31.3","-2.55","49.66","19.02","0.34","0.16","2.05","12.7"
"Master Yi","JUNGLE","Strong","76.51","12.56","51.5","92.17","7.38","19.3","1.96","12.7"
"Miss Fortune","ADC","God ","79.12","6.7","50.7","93.74","15.61","4.05","2.26","12.7"
"Mordekaiser","TOP","Strong","69.31","-0.28","50.32","82.13","5.95","7.09","1.79","12.7"
"Mordekaiser","JUNGLE","Weak","33.72","-8.22","51.53","11.14","0.87","7.68","2.25","12.7"
"Morgana","SUPPORT","Strong","70.5","0.69","49.52","87.89","7.4","26.17","2.45","12.7"
"Nami","SUPPORT","God ","84.32","5.65","52.58","99.41","11.36","2.92","3.22","12.7"
"Nasus","TOP","Good","54.98","-0.99","50.63","75.07","3.87","3.83","1.82","12.7"
"Nautilus","SUPPORT","God ","84.06","0.14","50.74","97.73","11.56","16.34","2.35","12.7"
"Neeko","MID","Good","49.27","0.37","52.18","49.47","2.16","0.67","2.28","12.7"
"Neeko","SUPPORT","Weak","37.88","1.93","50.95","20","0.89","0.7","2.03","12.7"
"Neeko","TOP","Bad","30.81","0","49.38","21.49","0.68","0.67","1.77","12.7"
"Nidalee","JUNGLE","Good","54.57","1.8","49.07","89.52","5.37","4.58","2.83","12.7"
"Nocturne","JUNGLE","Strong","67.01","5.78","52.7","94.39","6.13","5.43","2.70","12.7"
"Nunu","JUNGLE","Fair","45.42","-1.62","50.55","87.77","3.07","1.52","2.79","12.7"
"Olaf","JUNGLE","Bad","23.55","-14.06","47.15","81.06","1.3","0.77","2.19","12.7"
"Olaf","TOP","Bad","12.18","-8.19","43.27","19.13","0.32","0.84","1.45","12.7"
"Orianna","MID","Fair","44.24","-1.91","48.42","92.09","2.42","0.18","2.48","12.7"
"Ornn","TOP","Strong","64.57","7.19","52.17","92.91","4.49","0.72","2.25","12.7"
"Pantheon","MID","Good","47.22","2.08","51.99","26.74","1.67","1.56","2.23","12.7"
"Pantheon","TOP","Fair","39.6","4.88","50.38","21.87","1.37","1.56","2.07","12.7"
"Pantheon","SUPPORT","Weak","34.35","2.78","46.21","44.24","2.81","1.56","1.90","12.7"
"Poppy","TOP","Fair","40.62","-1.63","51.15","32.88","1.23","1.69","2.08","12.7"
"Poppy","JUNGLE","Weak","36.33","-9.59","49.36","58.17","2.21","1.69","2.55","12.7"
"Pyke","SUPPORT","God ","88.94","1.6","49.67","84.45","12.55","22.23","2.17","12.7"
"Pyke","MID","Good","52.49","-1.35","52.47","11.9","1.77","22.23","2.76","12.7"
"Qiyana","MID","Good","50.4","0.04","49.34","68.6","4.41","6.24","2.02","12.7"
"Qiyana","JUNGLE","Weak","31.67","-3.57","48.86","26.8","1.67","6.24","2.36","12.7"
"Quinn","TOP","Fair","40.9","-2.81","50.5","81.44","1.81","0.99","1.83","12.7"
"Rakan","SUPPORT","Good","56.54","2.9","49.75","98.31","5.85","0.36","2.86","12.7"
"Rammus","JUNGLE","Good","46.56","-9.14","51.27","95.07","2.7","4.52","2.90","12.7"
"Rek'Sai","JUNGLE","Good","47.57","-0.76","51.05","96.15","3.44","6.52","2.48","12.7"
"Rell","SUPPORT","Fair","42.91","2.09","51.63","98.27","1.44","0.27","2.40","12.7"
"Renata Glasc","SUPPORT","Strong","73.49","-2.11","53","98.86","7.95","9.66","2.83","12.7"
"Renekton","TOP","Fair","41.14","-1.23","47.5","83.52","3.01","2.34","1.73","12.7"
"Renekton","MID","Fair","38.7","1.13","49.75","14.57","0.49","2.34","2.03","12.7"
"Rengar","JUNGLE","Strong","70.59","5.71","49.95","80.18","7.56","19.02","2.21","12.7"
"Rengar","TOP","Fair","39.59","-5.28","49.51","16.65","1.61","19.02","1.80","12.7"
"Riven","TOP","Strong","72.02","3.09","51.07","89.41","6.2","4.61","1.90","12.7"
"Rumble","MID","Good","49.07","3.44","53.65","27.49","0.71","0.38","2.58","12.7"
"Rumble","TOP","Weak","34.84","0.78","48.78","54.85","1.24","0.38","2.04","12.7"
"Rumble","JUNGLE","Bad","23.29","-10.18","47.53","14.46","0.35","0.38","2.70","12.7"
"Ryze","MID","Weak","31.47","-4.08","43.53","82.05","2.02","0.19","1.92","12.7"
"Ryze","TOP","Bad","15.94","-6.04","44.18","14.9","0.36","0.2","1.64","12.7"
"Samira","ADC","Strong","71.09","8.5","51.59","97.51","10.71","18.88","2.27","12.7"
"Sejuani","JUNGLE","Fair","42.43","-6.6","50.77","75.68","1.84","0.25","3.20","12.7"
"Sejuani","TOP","Weak","37.37","-3.9","51.23","17.08","0.37","0.27","2.36","12.7"
"Senna","SUPPORT","God ","78.16","3.39","51.64","91.94","10.71","5.84","2.58","12.7"
"Seraphine","SUPPORT","Fair","42.31","-2.41","47.85","68.99","3.52","0.9","2.36","12.7"
"Seraphine","MID","Fair","41.13","-0.73","49.43","12.9","0.61","0.96","2.55","12.7"
"Seraphine","ADC","Fair","39.27","-2.29","53.59","18.27","0.77","0.9","2.80","12.7"
"Sett","TOP","Strong","75.84","-0.21","49.04","80.32","7.41","7.7","1.70","12.7"
"Sett","SUPPORT","Bad","30.42","-5.54","47.47","10.51","0.82","7.7","1.97","12.7"
"Shaco","JUNGLE","Strong","67.4","6.68","50.51","83.41","6.2","18.24","2.73","12.7"
"Shaco","SUPPORT","Fair","38.42","2.36","49.94","12.45","1","19.18","2.32","12.7"
"Shen","TOP","Strong","65.82","-1.12","51.69","84.92","4.14","1.02","2.86","12.7"
"Shen","SUPPORT","Weak","32.68","0","47.74","10.79","0.47","1.03","2.64","12.7"
"Shyvana","JUNGLE","Good","50.52","-0.54","52.77","87.12","2.89","0.88","2.84","12.7"
"Shyvana","TOP","Weak","33.11","-4.87","50.46","10.28","0.34","0.93","2.05","12.7"
"Singed","MID","Good","48.35","1.94","53.71","14.69","0.35","0.38","2.62","12.7"
"Singed","TOP","Weak","36.99","-10.48","48.92","70.2","1.73","0.43","1.86","12.7"
"Sion","TOP","Strong","76.77","18.07","49.75","83.87","8.09","4.88","1.28","12.7"
"Sivir","ADC","Fair","39.55","0.6","51.84","95.7","3.08","0.83","2.42","12.7"
"Skarner","JUNGLE","Weak","35.43","-6.25","51.45","74.27","0.66","0.15","2.75","12.7"
"Skarner","TOP","Bad","28.07","-2.63","48.12","21.57","0.15","0.15","2.25","12.7"
"Sona","SUPPORT","Good","54.78","-0.31","52.66","96.87","3.59","0.49","2.88","12.7"
"Soraka","SUPPORT","Strong","74.66","2.2","53.69","92.82","8.13","8.1","2.78","12.7"
"Swain","MID","Fair","45.24","0.15","52.05","15.24","0.54","1.48","2.48","12.7"
"Swain","SUPPORT","Weak","36.7","-8.56","47.02","58.27","2.62","1.37","2.19","12.7"
"Swain","ADC","Bad","30.56","-10.78","50.84","19.22","0.48","1.37","2.68","12.7"
"Sylas","MID","Good","58.5","-3.17","49.89","80.4","6.78","3.97","2.09","12.7"
"Sylas","TOP","Weak","34.33","-1.76","49.75","12.38","1","3.97","1.84","12.7"
"Syndra","MID","Fair","42.39","-0.48","47.62","84.25","2.93","1.17","2.08","12.7"
"Tahm Kench","TOP","Fair","46.44","-0.27","50.95","52.17","1.87","2.37","2.37","12.7"
"Tahm Kench","SUPPORT","Weak","37.18","2.11","49.55","36.62","1.02","2.37","2.38","12.7"
"Taliyah","MID","Fair","41.61","2.21","50.96","14.08","0.26","0.17","2.31","12.7"
"Taliyah","SUPPORT","Weak","36.93","-2.02","51.15","21.44","0.37","0.17","2.12","12.7"
"Taliyah","JUNGLE","Bad","25.65","-11.89","47.65","58.41","1.13","0.18","2.44","12.7"
"Talon","MID","Good","48.53","-0.87","51.14","48.16","2.78","3.57","2.10","12.7"
"Talon","JUNGLE","Fair","44.01","0.16","50.66","49.28","3.02","3.57","2.52","12.7"
"Taric","SUPPORT","Fair","39.46","-2.64","49.97","87.87","1.07","0.13","2.67","12.7"
"Teemo","TOP","Strong","62.33","-2.41","49.87","77.58","4.97","9.03","1.69","12.7"
"Thresh","SUPPORT","Good","53.2","-2.88","45.75","97.96","7.69","2.81","2.39","12.7"
"Tristana","ADC","Fair","44.36","-0.29","50.68","87.03","5.7","3.11","2.22","12.7"
"Tristana","MID","Weak","37.52","0","49.12","10.13","0.53","3.11","1.99","12.7"
"Trundle","JUNGLE","Good","49.21","-0.29","52.42","65.96","2.98","2.59","2.66","12.7"
"Trundle","TOP","Weak","36.33","-2.88","50.54","28.7","1.32","2.59","1.59","12.7"
"Tryndamere","TOP","Good","52.54","-7.55","48.47","83.81","3.94","14.09","1.71","12.7"
"Twisted Fate","MID","Fair","41","-3.17","47","90.1","2.78","0.25","2.13","12.7"
"Twitch","ADC","Fair","45.82","-3.2","50.86","78.23","5.74","4.64","2.31","12.7"
"Udyr","JUNGLE","Weak","38.05","-5.27","50.72","92.25","1.85","0.57","2.55","12.7"
"Urgot","TOP","Good","55.85","-1.08","52.95","91.96","3.09","2","1.97","12.7"
"Varus","MID","Bad","28.28","0","44.39","11.9","0.37","0.24","1.94","12.7"
"Varus","ADC","Bad","25.47","-4.92","47.67","84.66","2.41","0.22","2.24","12.7"
"Vayne","ADC","Strong","65.69","5.22","51.77","80.72","10.07","15.09","2.08","12.7"
"Vayne","TOP","Fair","40.07","-2.05","49.92","16.92","1.95","15.09","1.49","12.7"
"Veigar","MID","Strong","65.16","-3.52","51.68","72.06","7.22","8.71","2.28","12.7"
"Veigar","ADC","Fair","40.96","-0.64","53.96","18.63","1.82","8.71","2.40","12.7"
"Vel'Koz","MID","Fair","45.1","3.65","51.24","35.84","0.89","0.47","2.54","12.7"
"Vel'Koz","SUPPORT","Weak","37.66","-4.87","49.31","57.97","1.6","0.47","2.17","12.7"
"Vex","MID","Strong","61.18","-2.28","50.01","90.8","6.75","10.36","2.31","12.7"
"Vi","JUNGLE","Good","52.62","1.47","52.23","93.78","4.16","1.52","2.40","12.7"
"Viego","JUNGLE","God ","81.99","11.83","49.2","93.73","10.69","9.76","2.38","12.7"
"Viktor","MID","Good","57.13","-3.24","50.73","91.68","5.74","3.23","2.17","12.7"
"Vladimir","MID","Good","53.62","1.9","51.14","74.99","4.03","5.93","2.29","12.7"
"Vladimir","TOP","Weak","33.45","-3.55","48.67","22.66","1.11","5.93","1.93","12.7"
"Volibear","JUNGLE","Strong","72.17","8.42","53.2","66.42","6.69","5.6","2.85","12.7"
"Volibear","TOP","Good","50.17","0.68","50.07","31.33","3.44","5.6","1.69","12.7"
"Warwick","JUNGLE","Good","55.14","1.21","51.62","75.1","4.88","5.11","2.23","12.7"
"Warwick","TOP","Weak","36.43","-4.29","50.39","21","1.07","5.57","1.84","12.7"
"Wukong","TOP","Strong","59.64","19.77","51.67","42.99","3.92","4.44","2.08","12.7"
"Wukong","JUNGLE","Good","57.89","23.67","52.23","51.44","4.58","4.44","2.76","12.7"
"Xayah","ADC","God ","82.29","19.91","51.35","96.95","14.53","10.7","2.32","12.7"
"Xerath","MID","Good","47.32","-0.82","49.21","39.11","2.26","3.31","2.86","12.7"
"Xerath","SUPPORT","Fair","45.04","-1.19","49.19","54.43","3.36","3.31","2.41","12.7"
"Xin Zhao","JUNGLE","Weak","37.59","-7.27","48.59","90.35","3.29","1.79","2.23","12.7"
"Yasuo","MID","God ","89.18","3.59","51.45","68.04","12.39","26.02","1.78","12.7"
"Yasuo","TOP","Good","51.35","5.32","51.07","14.58","2.62","26.02","1.56","12.7"
"Yasuo","ADC","Fair","38.45","2.44","51.97","16.28","2.71","26.02","2.00","12.7"
"Yone","MID","Strong","66.7","-1.67","49.91","60.61","8.44","17.49","1.82","12.7"
"Yone","TOP","Strong","64.3","2.4","51.29","35.62","4.53","17.49","1.66","12.7"
"Yorick","TOP","Good","54.91","1.26","53.94","94.23","3.01","3.6","1.55","12.7"
"Yuumi","SUPPORT","God ","91.14","-2.49","49.21","98.65","10.57","26.09","4.03","12.7"
"Zac","JUNGLE","Good","58.35","-1.03","51.51","82.72","4.1","3.38","3.52","12.7"
"Zed","MID","God ","78.88","-1.11","49.65","68.91","8.82","35.65","2.20","12.7"
"Zed","JUNGLE","Fair","43.28","-0.91","47.46","26.98","3.13","35.65","2.42","12.7"
"Zeri","ADC","Bad","30.87","-29.49","45.25","91.76","5.51","11.52","2.08","12.7"
"Ziggs","MID","Fair","43.69","1.31","51.47","28.19","0.83","0.48","2.21","12.7"
"Ziggs","ADC","Weak","34.54","-5.52","51.66","63.55","1.82","0.46","2.38","12.7"
"Zilean","MID","Good","54.7","1.59","54.71","19.15","0.71","2.22","3.31","12.7"
"Zilean","SUPPORT","Good","50.03","4.92","51.54","74.79","2.67","2.22","3.01","12.7"
"Zoe","MID","Fair","45.82","-2.44","48.31","91.11","3.14","1.2","2.39","12.7"
