"Name","Role","Tier","Score","Trend","Win %","Role %","Pick %","Ban %","KDA","Patch"
"Kai'Sa","ADC","God ","75.52","10.5","49.48","97.77","19.45","5.95","2.42","12.1"
"Kalista","ADC","Bad","31.51","-0.06","49.03","91.41","1.53","0.27","2.30","12.1"
"Karma","SUPPORT","Strong","63.43","6.96","48.91","92.05","10.22","2.96","2.73","12.1"
"Karthus","ADC","Fair","42.26","-1.65","54.98","21.05","0.95","3.3","2.23","12.1"
"Karthus","MID","Fair","42.13","3.77","52.58","11.76","0.41","3.3","2.19","12.1"
"Karthus","JUNGLE","Fair","39.58","0.6","49.39","57.8","2.09","3.3","2.45","12.1"
"Kassadin","MID","Good","58.16","-7.74","51.42","97.04","4.54","14.43","2.49","12.1"
"Katarina","MID","Strong","61.99","-0.88","49.59","94.72","7.12","9.89","2.29","12.1"
"Kayle","TOP","Good","48.25","-5.26","50.71","72.51","3.11","1.19","1.80","12.1"
"Kayle","MID","Fair","40.73","-8.21","50.63","25.67","0.97","1.19","2.28","12.1"
"Kayn","JUNGLE","Strong","69.12","1.38","49.95","97.8","9.7","12.18","2.41","12.1"
"Kennen","MID","Fair","40.4","-1.04","51.35","15","0.34","0.67","2.37","12.1"
"Kennen","TOP","Weak","35.49","0.47","48.62","83.5","2","0.7","1.98","12.1"
"Kha'Zix","JUNGLE","Strong","60.25","-2.33","50.17","98.88","7.47","7.01","2.47","12.1"
"Kindred","JUNGLE","Fair","46.69","-1.77","50.47","91.82","3.87","2.49","2.26","12.1"
"Kled","MID","Good","48.84","0","55.14","10.23","0.19","0.83","2.70","12.1"
"Kled","TOP","Fair","40.27","-4.86","50.36","88.47","1.69","0.78","2.32","12.1"
"Kog'Maw","ADC","Fair","39.8","-2.8","52.79","89.17","1.98","0.44","2.21","12.1"
"LeBlanc","MID","Good","59.14","-1.18","48.85","94.88","5.79","11.95","2.82","12.1"
"Lee Sin","JUNGLE","God ","91.89","0.28","48.45","96.61","15.29","16.26","2.82","12.1"
"Leona","SUPPORT","Strong","65.44","-0.99","49.61","99.42","9.88","13.97","2.34","12.1"
"Lillia","JUNGLE","Fair","42.51","-1.69","49.35","85.39","2.74","0.95","2.66","12.1"
"Lillia","TOP","Bad","24.34","-9.25","49.2","11.49","0.4","1.01","1.96","12.1"
"Lissandra","MID","Good","47.29","1.22","50.65","91.16","2.72","0.66","2.41","12.1"
"Lucian","ADC","Good","48.48","-7.7","49.26","86.34","8.84","3.12","2.25","12.1"
"Lulu","SUPPORT","God ","93.56","0.75","50.84","97.72","14.3","25.68","3.12","12.1"
"Lux","SUPPORT","God ","82.29","-6.67","50.26","68.48","14.64","12.26","2.53","12.1"
"Lux","MID","Strong","66.92","-0.9","51.08","29.3","6.48","12.26","2.97","12.1"
"Malphite","TOP","Strong","67.63","5.41","51.19","75.04","4.68","4.01","2.41","12.1"
"Malphite","MID","Fair","40.23","-3.72","50.49","11.99","0.71","4.01","2.40","12.1"
"Malphite","SUPPORT","Bad","29.17","-1.81","46.13","11.03","0.78","4.12","2.05","12.1"
"Malzahar","MID","Good","49.57","5.18","50.92","91.35","3.43","3.03","2.22","12.1"
"Maokai","SUPPORT","Fair","39.51","-0.65","50.16","80.13","1.46","0.16","2.23","12.1"
"Maokai","TOP","Bad","24.65","-6.31","49.13","17.24","0.32","0.17","2.10","12.1"
"Master Yi","JUNGLE","Strong","64.59","-3.49","49.74","93.04","7.64","18.96","2.02","12.1"
"Miss Fortune","ADC","Good","50.67","-1.8","50.1","95.35","8.87","2.12","2.30","12.1"
"Mordekaiser","TOP","Strong","65.95","14.48","49.82","87.43","5.31","5.99","1.79","12.1"
"Morgana","SUPPORT","Strong","71.03","-1.92","49.76","92.49","9.13","26.95","2.51","12.1"
"Nami","SUPPORT","Strong","73.29","-2.3","51.52","99.76","11.3","2.6","3.24","12.1"
"Nasus","TOP","Strong","64.96","7.18","51.83","85.1","4.49","4.36","1.98","12.1"
"Nautilus","SUPPORT","Strong","60.25","2.25","49.81","98.25","8.69","7.77","2.32","12.1"
"Neeko","MID","Weak","37.75","0.46","48.66","62.3","1.3","0.28","2.22","12.1"
"Neeko","SUPPORT","Bad","31.53","2.13","47.99","23.38","0.5","0.3","1.95","12.1"
"Nidalee","JUNGLE","Good","49.1","-0.37","48.98","92.41","4.41","2.64","2.95","12.1"
"Nocturne","JUNGLE","Fair","39.71","-6.54","48.05","86.82","3.12","3.24","2.39","12.1"
"Nunu","JUNGLE","Good","55.47","0.61","51.79","89.52","4.35","2.38","3.04","12.1"
"Olaf","JUNGLE","Weak","36.61","5.55","49.07","84.79","1.48","0.85","2.45","12.1"
"Olaf","TOP","Bad","11.03","-6.16","45.46","15.64","0.27","0.92","1.63","12.1"
"Orianna","MID","Good","47.05","1.97","49.56","95.43","2.89","0.18","2.66","12.1"
"Ornn","TOP","Good","59.57","4.58","50.83","94.19","4.04","0.43","2.30","12.1"
"Pantheon","MID","Fair","41.54","-2.49","50.8","27.31","1.16","0.89","2.25","12.1"
"Pantheon","SUPPORT","Bad","32.78","-2.48","47","39.76","1.78","0.89","1.89","12.1"
"Pantheon","TOP","Bad","30.79","-10.85","49.68","26.73","0.93","0.89","2.10","12.1"
"Poppy","JUNGLE","Fair","41.6","-2.14","49.59","47.97","2.3","2.3","2.65","12.1"
"Poppy","TOP","Fair","39.88","-5.73","49.78","43.37","1.98","2.3","2.14","12.1"
"Pyke","SUPPORT","Strong","59.89","-0.91","49.35","88.3","8.57","12.77","2.17","12.1"
"Qiyana","MID","Good","56.52","2.17","51.04","58.68","4.73","13.69","2.14","12.1"
"Qiyana","JUNGLE","Fair","42.89","-0.24","48.92","37.84","2.94","13.69","2.42","12.1"
"Quinn","TOP","Weak","36.42","-5.78","51.71","83.36","1.19","0.51","1.89","12.1"
"Rakan","SUPPORT","Good","54.12","-1.22","50.52","98.47","5.55","0.41","2.94","12.1"
"Rammus","JUNGLE","Good","48.15","0.36","51.71","93.45","2.41","3.14","2.90","12.1"
"Rek'Sai","JUNGLE","Good","49.57","-0.79","51.4","96.79","3.69","2.52","2.51","12.1"
"Rell","SUPPORT","Fair","42.96","0.27","50.61","99.47","2.13","0.49","2.42","12.1"
"Renekton","TOP","Good","50.6","6.84","48.17","86.48","4.1","2.05","1.91","12.1"
"Renekton","MID","Fair","41.32","3.85","51.78","12.93","0.63","2.05","2.19","12.1"
"Rengar","JUNGLE","Fair","39.34","3.97","48.44","77.99","2.97","2.68","2.28","12.1"
"Rengar","TOP","Bad","22.41","-8.95","47.43","20.91","0.91","2.31","1.77","12.1"
"Riven","TOP","Strong","65.68","6.18","51.3","91.86","4.88","2.3","1.99","12.1"
"Rumble","MID","Fair","45.65","1.36","52.28","37.76","0.95","0.26","2.64","12.1"
"Rumble","JUNGLE","Weak","36.12","1.29","49.65","13.54","0.31","0.26","2.82","12.1"
"Rumble","TOP","Bad","25.32","-2.02","47.57","46.6","1.01","0.26","2.02","12.1"
"Ryze","MID","Weak","35.12","-1.72","45.97","82.39","2.15","0.2","2.15","12.1"
"Ryze","TOP","Bad","14.3","-7.36","45.91","16.26","0.43","0.2","1.74","12.1"
"Samira","ADC","Fair","44.4","-3.44","48.52","98.1","7.22","11.15","2.19","12.1"
"Sejuani","JUNGLE","Fair","40.92","-8.34","48.26","82.05","2.29","0.31","3.09","12.1"
"Sejuani","TOP","Bad","30.67","-2.66","50.5","13.18","0.32","0.34","2.43","12.1"
"Senna","SUPPORT","Fair","46.43","-2.7","48.2","85.15","4.94","1.52","2.54","12.1"
"Senna","ADC","Weak","36.3","-2.53","50.62","13.18","0.7","1.52","2.82","12.1"
"Seraphine","ADC","Fair","45.21","5.14","54.15","16.88","0.71","1.03","3.07","12.1"
"Seraphine","MID","Fair","42.18","-1.79","50.09","15.62","0.76","1.03","2.90","12.1"
"Seraphine","SUPPORT","Fair","39.72","-1.97","46.66","67.22","3.69","1.03","2.47","12.1"
"Sett","TOP","God ","90.23","15.56","49.6","83.89","8.23","7.37","1.76","12.1"
"Shaco","JUNGLE","Strong","62.92","3.87","51.66","82.67","5.98","17.16","2.75","12.1"
"Shaco","SUPPORT","Fair","43.5","3.21","52.04","14.17","1.03","17.16","2.44","12.1"
"Shen","TOP","God ","88.45","20.45","52.74","87.85","6.34","2.06","2.98","12.1"
"Shyvana","JUNGLE","Weak","35.87","-5.1","48.72","82.59","1.49","0.25","2.45","12.1"
"Shyvana","TOP","Bad","23.83","-11.61","49.83","12.59","0.21","0.26","1.88","12.1"
"Singed","TOP","Fair","39.17","-0.57","50.95","77.1","1.65","0.42","2.04","12.1"
"Sion","TOP","Good","52.81","4.16","51.27","84.01","3.7","0.7","1.63","12.1"
"Sivir","ADC","Fair","39.74","1.71","51.04","97.68","2.69","0.46","2.53","12.1"
"Skarner","JUNGLE","Weak","33.16","-7.62","47.83","76","0.74","0.16","2.76","12.1"
"Skarner","TOP","Bad","23.89","-6.83","48.9","22.21","0.18","0.16","2.22","12.1"
"Sona","SUPPORT","Good","57.27","-2.71","52.85","97.98","4.94","1","2.98","12.1"
"Soraka","SUPPORT","Strong","62.15","-1.48","52.28","96.57","7.25","4.08","2.79","12.1"
"Swain","MID","Fair","44.02","4.28","52.3","11.3","0.4","1.76","2.67","12.1"
"Swain","ADC","Fair","41.33","2.36","53.12","21.43","0.55","1.76","2.85","12.1"
"Swain","SUPPORT","Fair","40.06","-1.79","48.89","62.01","2.54","1.61","2.24","12.1"
"Sylas","MID","Good","58.98","0.78","49.56","75.03","6.95","4.24","2.14","12.1"
"Sylas","TOP","Weak","33.03","-5.81","47.86","21.17","1.98","4.24","1.86","12.1"
"Syndra","MID","Good","49.27","2.47","49.35","89.61","4.24","1.16","2.26","12.1"
"Tahm Kench","TOP","God ","91.8","21.07","51.28","92.57","6.48","16.24","2.60","12.1"
"Taliyah","SUPPORT","Fair","42.4","2.15","53.6","15.08","0.26","0.18","2.10","12.1"
"Taliyah","MID","Weak","38.86","0","50.43","16.58","0.25","0.19","2.47","12.1"
"Taliyah","JUNGLE","Weak","36.79","-5.52","49.22","64.73","1.18","0.19","2.61","12.1"
"Talon","JUNGLE","Strong","61.2","-11.56","49.65","73.79","6.45","21.59","2.41","12.1"
"Talon","MID","Fair","43.48","1.37","49.27","25.14","2.14","21.59","2.17","12.1"
"Taric","SUPPORT","Fair","42.25","5.02","50.53","89.39","1.29","0.16","2.82","12.1"
"Teemo","TOP","Strong","62.74","-5.25","49.11","84.36","4.91","9.6","1.71","12.1"
"Thresh","SUPPORT","Strong","69.49","-2.82","48.88","99.4","12.27","6.42","2.57","12.1"
"Tristana","ADC","Fair","40.29","-0.82","49.2","87.49","5.35","2.39","2.24","12.1"
"Tristana","MID","Weak","35.1","0","49.32","10.2","0.48","2.39","2.00","12.1"
"Trundle","JUNGLE","Good","55.13","1.44","52.85","62.99","3.86","2.6","2.84","12.1"
"Trundle","TOP","Fair","44.04","3.38","52.78","31.17","1.84","2.6","1.83","12.1"
"Tryndamere","TOP","God ","76.6","11.36","51","82.71","5.76","12.72","1.89","12.1"
"Tryndamere","MID","Weak","38.31","-6.63","49.93","12.91","0.82","12.72","2.09","12.1"
"Twisted Fate","MID","Good","49.57","-0.72","48.96","94.59","4.41","1.32","2.34","12.1"
"Twitch","ADC","Good","50.77","1.31","52.14","81.44","6.69","4.21","2.42","12.1"
"Udyr","JUNGLE","Weak","36.98","-5.24","48.61","95.02","1.73","0.61","2.55","12.1"
"Urgot","TOP","Strong","63.91","13.1","53.01","96.14","4.1","2.01","2.00","12.1"
"Varus","ADC","Bad","31.43","-1.14","48.09","92.08","2.36","0.19","2.30","12.1"
"Vayne","ADC","Strong","72.55","-10.08","51.99","85.85","13.6","22.28","2.19","12.1"
"Vayne","TOP","Fair","41.86","-10.49","51.27","12.63","1.86","22.28","1.53","12.1"
"Veigar","MID","Good","46.97","-4.8","48.94","71.45","3.79","1.26","2.26","12.1"
"Veigar","ADC","Weak","36.29","-0.33","51.96","14.47","0.64","1.36","2.40","12.1"
"Veigar","SUPPORT","Bad","31.56","0.56","47.5","12.84","0.73","1.36","2.02","12.1"
"Vel'Koz","MID","Fair","45.01","-1.07","51.46","41.65","1.19","0.52","2.67","12.1"
"Vel'Koz","SUPPORT","Fair","39.16","-1.85","49.44","56.29","1.96","0.55","2.17","12.1"
"Vex","MID","God ","76.85","10.71","50.76","84.52","9.15","19.25","2.48","12.1"
"Vex","SUPPORT","Bad","30.31","-6.68","45.55","13.19","1.44","19.25","1.99","12.1"
"Vi","JUNGLE","Good","58.46","-3.59","52.2","94.44","5.89","3.12","2.45","12.1"
"Viego","JUNGLE","God ","82.48","0.59","49.74","94.84","13.03","14.22","2.46","12.1"
"Viktor","MID","God ","81.46","-0.14","51.1","84.98","10.55","16","2.35","12.1"
"Viktor","TOP","Weak","37.59","-11.51","49.8","13.16","1.65","16","1.88","12.1"
"Vladimir","MID","Good","55.71","5.34","51.58","74.42","4.37","5.72","2.45","12.1"
"Vladimir","TOP","Weak","32.87","-6.05","49.12","23.57","1.37","5.72","2.03","12.1"
"Volibear","JUNGLE","Fair","39.63","1.84","49.23","41.7","2.19","1.48","2.50","12.1"
"Volibear","TOP","Bad","32.21","-8.58","46.11","56.03","2.58","1.48","1.79","12.1"
"Warwick","JUNGLE","Good","52.78","-3.57","49.76","73.58","5.84","5.6","2.25","12.1"
"Warwick","TOP","Bad","31.35","-7.37","49.36","24.85","1.2","5.6","1.94","12.1"
"Wukong","TOP","Fair","43.24","-1.75","50.56","78.66","2.22","0.61","2.12","12.1"
"Wukong","JUNGLE","Weak","32.92","-4.87","48.8","14.19","0.38","0.62","2.54","12.1"
"Xayah","ADC","Fair","40.54","1.61","50.67","98.76","3.87","0.53","2.37","12.1"
"Xerath","MID","Good","53.25","5.16","51.01","38.11","2.97","5.53","3.17","12.1"
"Xerath","SUPPORT","Good","49.68","-5.49","49.84","56.29","4.76","5.53","2.54","12.1"
"Xin Zhao","JUNGLE","Good","57.04","1.14","50.23","96.2","6.76","4.18","2.44","12.1"
"Yasuo","MID","God ","86.16","-0.04","49.56","71.44","11.77","24.41","1.74","12.1"
"Yasuo","TOP","Fair","39.96","-14.89","47.77","16.35","2.53","24.41","1.45","12.1"
"Yasuo","ADC","Weak","34.41","-3.91","50.52","11.7","1.82","24.41","1.95","12.1"
"Yone","MID","Strong","74.16","-7.47","48.42","60.52","9.35","27.32","1.84","12.1"
"Yone","TOP","Strong","71.87","-20.17","47.59","37.77","5.42","27.32","1.58","12.1"
"Yorick","TOP","Fair","46.07","-0.42","51.3","96.77","2.74","2.26","1.65","12.1"
"Yuumi","SUPPORT","God ","79.72","-2.67","47.77","99.12","10.75","28.68","4.11","12.1"
"Zac","JUNGLE","Good","57.82","-0.01","51.43","84.9","4.39","2.11","3.61","12.1"
"Zed","MID","God ","90.5","-0.27","50.87","67.21","8.84","41.88","2.31","12.1"
"Zed","JUNGLE","Good","49.18","-5.06","48.63","29.94","3.34","41.88","2.47","12.1"
"Ziggs","ADC","Fair","43.63","-0.16","53.51","68.66","2.2","0.6","2.51","12.1"
"Ziggs","MID","Weak","36.44","-0.6","48.37","24.85","0.86","0.6","2.36","12.1"
"Zilean","MID","Good","52.2","1.35","54.19","14.12","0.56","1.4","3.46","12.1"
"Zilean","SUPPORT","Good","49.44","1.68","50.83","81.95","3.38","1.4","3.03","12.1"
"Zoe","MID","Good","49.77","4.62","49.84","94.18","3.62","1.41","2.58","12.1"
