"Name","Role","Tier","Score","Trend","Win %","Role %","Pick %","Ban %","KDA","Patch"
"Jinx","ADC","God ","92.47","14.77","50.61","98.89","22.62","10.72","2.32","12.5"
"Kai'Sa","ADC","Strong","66.15","10.84","49.63","76.99","14.64","4.4","2.41","12.5"
"Kai'Sa","MID","Fair","44.75","0","46.86","21.4","3.81","4.4","2.13","12.5"
"Kalista","ADC","Bad","29.04","-8.35","48.46","88.11","1.68","0.29","2.24","12.5"
"Karma","SUPPORT","Strong","69.88","13.79","49.18","80.81","9.57","6.25","2.67","12.5"
"Karma","MID","Good","48.14","0.82","50.95","11.64","1.43","6.25","2.89","12.5"
"Karthus","MID","Fair","41.98","4.12","51.61","14.92","0.48","1.99","2.15","12.5"
"Karthus","ADC","Fair","41","-1.86","54.65","23.64","0.96","1.99","2.22","12.5"
"Karthus","JUNGLE","Weak","35.4","-0.14","47.19","53.49","1.77","1.99","2.39","12.5"
"Kassadin","MID","Good","50.8","-4.36","49.51","96.19","3.64","9.31","2.35","12.5"
"Katarina","MID","Strong","62.24","3.34","49.24","93.87","7.17","9.48","2.21","12.5"
"Kayle","TOP","Good","56.4","2.67","52.42","73.46","3.66","1.44","1.80","12.5"
"Kayle","MID","Fair","46.38","1.58","53","22.73","1.03","1.44","2.17","12.5"
"Kayn","JUNGLE","Strong","69.57","-1.73","50.59","96.46","10.12","11.78","2.37","12.5"
"Kennen","MID","Fair","42.47","-2.89","51.55","14.57","0.4","0.64","2.33","12.5"
"Kennen","TOP","Fair","41.03","10.71","49.34","81.48","2.18","0.64","1.96","12.5"
"Kha'Zix","JUNGLE","Strong","63.47","1.72","50.87","98.33","8.03","7.88","2.55","12.5"
"Kindred","JUNGLE","Good","48.2","-0.77","50.3","92.78","4.27","3.11","2.20","12.5"
"Kled","TOP","Fair","43.59","3.55","50.91","87.04","1.56","0.81","2.34","12.5"
"Kled","MID","Fair","42.19","0","51.27","10.31","0.16","0.85","2.52","12.5"
"Kog'Maw","MID","Fair","39.77","0","50.93","11.51","0.2","0.34","2.15","12.5"
"Kog'Maw","ADC","Weak","36.38","-5.5","51.92","84.09","1.7","0.34","2.18","12.5"
"LeBlanc","MID","Good","51.25","2.22","47.17","93.48","4.53","8.07","2.67","12.5"
"Lee Sin","JUNGLE","God ","90.64","0.06","48.08","94.41","16.99","15.23","2.65","12.5"
"Leona","SUPPORT","Strong","60.91","9.03","49.56","98.8","7.42","10.59","2.33","12.5"
"Lillia","JUNGLE","Fair","45.43","-0.43","49.68","85.53","3.14","1","2.57","12.5"
"Lillia","TOP","Bad","32.68","4.77","50.28","10.56","0.44","1.07","1.99","12.5"
"Lissandra","MID","Good","48.51","2.48","50.86","90.2","2.52","0.76","2.38","12.5"
"Lucian","ADC","Good","53.67","7.4","51.58","82.05","8.46","2.16","2.34","12.5"
"Lucian","MID","Weak","35.96","0","47.79","12.02","1.08","2.16","1.94","12.5"
"Lulu","SUPPORT","God ","87.73","21.82","50.81","95.15","10.79","19.01","3.01","12.5"
"Lux","SUPPORT","God ","83.95","22.47","49.76","64.34","11.87","11.49","2.40","12.5"
"Lux","MID","Strong","63.87","-0.85","51.02","31.88","5.63","11.49","2.79","12.5"
"Malphite","TOP","Strong","63.4","-1.23","51.03","73.62","4.55","4.29","2.34","12.5"
"Malphite","MID","Fair","42.05","5.02","50.45","11.34","0.73","4.29","2.40","12.5"
"Malphite","SUPPORT","Bad","29.18","0","49.13","11.11","0.72","4.31","2.03","12.5"
"Malzahar","MID","Good","50.9","-1.35","51.61","90","3.08","2.98","2.19","12.5"
"Maokai","SUPPORT","Weak","37.21","-4.08","51.89","72.96","1.06","0.12","2.22","12.5"
"Maokai","TOP","Bad","27.46","-0.63","48.27","20.65","0.27","0.12","2.06","12.5"
"Master Yi","JUNGLE","Strong","70.85","0.04","50.02","89.98","9.24","22.49","1.95","12.5"
"Miss Fortune","ADC","Good","51.89","0.12","50.48","93.07","8.98","1.98","2.22","12.5"
"Mordekaiser","TOP","Strong","68.23","0.61","50.99","81.78","5.64","6.97","1.82","12.5"
"Mordekaiser","JUNGLE","Fair","40.8","0.59","51.64","10.78","0.71","6.97","2.21","12.5"
"Morgana","SUPPORT","God ","72.56","16.49","48.98","87.83","7.94","26.74","2.44","12.5"
"Nami","SUPPORT","Strong","71.18","12.03","52.05","99.44","8.45","1.19","3.16","12.5"
"Nasus","TOP","Good","57.57","-2.6","50.08","80.62","4.48","4.45","1.85","12.5"
"Nautilus","SUPPORT","God ","79.05","24.58","50.8","97.46","10.82","11.21","2.37","12.5"
"Neeko","MID","Good","49.07","-3.7","52.29","58.65","2.01","0.58","2.32","12.5"
"Neeko","SUPPORT","Bad","30.1","-12.25","49.26","25.8","0.84","0.58","2.09","12.5"
"Nidalee","JUNGLE","Fair","44.76","-1.11","48.14","88.46","3.57","1.7","2.80","12.5"
"Nocturne","JUNGLE","Good","56.43","8.9","52.5","93.39","4.67","3.46","2.63","12.5"
"Nunu","JUNGLE","Good","48.59","1.32","49.84","87.48","3.71","1.88","2.78","12.5"
"Olaf","JUNGLE","Weak","34.02","2.4","47.65","82.52","1.26","0.75","2.25","12.5"
"Olaf","TOP","Bad","14.43","-0.76","44.54","16.3","0.24","0.79","1.48","12.5"
"Orianna","MID","Good","47.56","1.34","49.07","92.06","3","0.23","2.53","12.5"
"Ornn","TOP","Good","53.05","1.52","51.53","92.4","2.92","0.44","2.29","12.5"
"Pantheon","MID","Fair","45.72","4.28","52.58","23.21","0.94","0.85","2.25","12.5"
"Pantheon","TOP","Weak","35.3","3.2","49.86","28.43","0.96","0.85","2.04","12.5"
"Pantheon","SUPPORT","Bad","26.83","-7.13","46.5","40.55","1.77","0.85","1.88","12.5"
"Poppy","JUNGLE","Fair","42.66","-2.06","49.35","55.66","2.35","1.91","2.59","12.5"
"Poppy","TOP","Fair","39.69","5","50.64","36.38","1.34","1.91","2.06","12.5"
"Pyke","SUPPORT","God ","76.21","21.82","49.3","88.62","10.43","16.66","2.16","12.5"
"Qiyana","MID","Good","48.45","-1.74","48.79","70.31","3.91","6.6","2.03","12.5"
"Qiyana","JUNGLE","Weak","37.02","3.46","48.61","23.67","1.29","6.6","2.36","12.5"
"Quinn","TOP","Fair","41.99","-0.86","51.28","80.97","1.69","1.03","1.88","12.5"
"Rakan","SUPPORT","Good","49.54","0.39","49.54","97.95","4.78","0.39","2.81","12.5"
"Rammus","JUNGLE","Good","48.49","3.28","51.13","95.12","2.58","3.92","2.83","12.5"
"Rek'Sai","JUNGLE","Good","47.52","-0.59","49.94","96.18","3.72","5.07","2.44","12.5"
"Rell","SUPPORT","Fair","40.46","-5.71","51.65","98.44","1.82","0.42","2.39","12.5"
"Renata Glasc","SUPPORT","God ","81.02","-11.9","51.46","96.84","10.12","14.88","2.71","12.5"
"Renekton","TOP","Fair","44.73","-3.58","47.55","84.72","3.59","2.44","1.78","12.5"
"Renekton","MID","Weak","38.5","1.19","49.83","13.75","0.53","2.44","2.07","12.5"
"Rengar","JUNGLE","Fair","41.71","1.04","48.03","75.57","3.66","2.85","2.22","12.5"
"Rengar","TOP","Bad","29.62","2.55","48.1","20.62","0.93","2.85","1.83","12.5"
"Riven","TOP","Strong","66.43","-1.88","50.65","90.27","5.69","3.47","1.89","12.5"
"Rumble","MID","Good","49.32","1.88","53.89","30.72","0.76","0.32","2.61","12.5"
"Rumble","JUNGLE","Weak","35.29","3.63","48.53","12.05","0.31","0.32","2.63","12.5"
"Rumble","TOP","Bad","32.2","2.09","47.78","54.33","1.24","0.32","2.05","12.5"
"Ryze","MID","Fair","41.91","-1.93","45.6","84.23","3.77","0.63","2.15","12.5"
"Ryze","TOP","Bad","23.49","3.84","46.54","13.75","0.61","0.63","1.77","12.5"
"Samira","ADC","Good","58.84","13.32","50.94","96.51","9.95","13.15","2.29","12.5"
"Sejuani","JUNGLE","Good","52.95","7.19","53","82.01","2.05","0.32","3.25","12.5"
"Sejuani","TOP","Bad","33.45","0.78","49.81","12.5","0.28","0.32","2.38","12.5"
"Senna","SUPPORT","God ","73.85","15.37","51.68","90.95","9.6","4.81","2.63","12.5"
"Seraphine","SUPPORT","Good","46.92","8.44","49.97","70.24","4.3","1.28","2.43","12.5"
"Seraphine","ADC","Fair","42.7","1.19","53.27","16.26","0.9","1.28","2.92","12.5"
"Seraphine","MID","Weak","39.07","-5.21","48.18","12.86","0.77","1.28","2.60","12.5"
"Sett","TOP","God ","79.84","-7.14","50.54","80.74","7.63","7.31","1.76","12.5"
"Sett","SUPPORT","Bad","24.71","0","46.96","10.16","0.77","7.31","2.01","12.5"
"Shaco","JUNGLE","Strong","62.57","0.71","51.07","83.29","6.41","17.27","2.74","12.5"
"Shaco","SUPPORT","Bad","31.39","-9.86","48.8","11.62","0.95","17.27","2.31","12.5"
"Shen","TOP","Strong","70.76","-3.98","52.85","86.42","4.54","1.2","2.91","12.5"
"Shyvana","JUNGLE","Fair","46.3","2.77","50.98","82.85","2.43","0.49","2.61","12.5"
"Shyvana","TOP","Weak","38.23","6.56","52.43","13.95","0.38","0.49","2.12","12.5"
"Singed","MID","Good","52.4","6.42","56.15","17.24","0.41","0.54","2.63","12.5"
"Singed","TOP","Fair","43","4.55","51.31","68.74","1.82","0.54","1.91","12.5"
"Sion","TOP","Good","57.37","3.26","50.66","81.64","4.89","1.68","1.43","12.5"
"Sivir","ADC","Fair","39.67","-4.51","51.37","95.51","2.71","0.56","2.46","12.5"
"Skarner","JUNGLE","Fair","39.76","-4.15","49.77","69.83","0.74","0.16","2.76","12.5"
"Skarner","TOP","Bad","29.02","4.51","48.3","26.53","0.25","0.16","2.28","12.5"
"Sona","SUPPORT","Good","49.3","-4.01","51.64","95.7","3.57","0.47","2.81","12.5"
"Soraka","SUPPORT","Strong","64.72","9.02","52.57","92.09","6.81","4.41","2.73","12.5"
"Swain","MID","Fair","43.76","4.12","51.51","13.68","0.39","1.51","2.59","12.5"
"Swain","ADC","Fair","40.56","-6.39","52.92","20.33","0.44","1.39","2.89","12.5"
"Swain","SUPPORT","Weak","36.93","-4.41","49.27","61.37","2.25","1.39","2.34","12.5"
"Sylas","MID","Strong","60.76","2.1","50.47","80.52","6.64","3.88","2.14","12.5"
"Sylas","TOP","Weak","35.88","5.41","50","13.9","1.13","3.88","1.90","12.5"
"Syndra","MID","Good","46.91","0.93","48.98","87.68","3.35","1.08","2.20","12.5"
"Tahm Kench","TOP","Good","50.46","10.39","51.9","47.22","2.08","3.5","2.47","12.5"
"Tahm Kench","SUPPORT","Weak","37.69","-8.22","50.5","44.07","1.6","3.5","2.47","12.5"
"Taliyah","JUNGLE","Weak","38.55","1.84","49.27","62.35","1.13","0.18","2.52","12.5"
"Taliyah","MID","Weak","37.81","-5.54","49.25","14.55","0.29","0.18","2.29","12.5"
"Taliyah","SUPPORT","Weak","33.76","-11.39","51.88","17.03","0.29","0.18","2.13","12.5"
"Talon","MID","Good","48.04","-0.29","50.57","65.41","2.86","1.9","2.16","12.5"
"Talon","JUNGLE","Weak","39.23","4.06","49.54","30.7","1.35","1.9","2.42","12.5"
"Taric","SUPPORT","Weak","35.01","-9.54","49.98","83.98","0.99","0.14","2.68","12.5"
"Teemo","TOP","Strong","69.89","-1.34","51.38","78.1","5.57","9.89","1.71","12.5"
"Thresh","SUPPORT","Strong","61.78","8.91","46.77","98.12","9.54","3.57","2.46","12.5"
"Tristana","ADC","Good","48.06","-3.33","51.17","86.41","6.54","3.24","2.31","12.5"
"Tristana","MID","Fair","43.48","0","52.24","10.2","0.66","3.24","2.11","12.5"
"Trundle","JUNGLE","Good","54.93","3.61","53.47","64.92","3.39","2.77","2.69","12.5"
"Trundle","TOP","Fair","41.04","0.79","51.67","30.9","1.62","2.77","1.65","12.5"
"Tryndamere","TOP","God ","93.24","0.26","51.11","85.64","7.45","26.17","1.80","12.5"
"Twisted Fate","MID","Fair","42.34","3.99","47.64","89.6","2.75","0.42","2.17","12.5"
"Twitch","ADC","Good","50.33","-0.15","51.88","80.93","6.56","4.45","2.39","12.5"
"Udyr","JUNGLE","Fair","43.75","3.72","50.22","92.47","2.08","0.62","2.61","12.5"
"Urgot","TOP","Good","56.03","-2.87","52.35","92.37","3.4","2.46","1.96","12.5"
"Varus","ADC","Bad","29.02","-9.74","47.6","87.55","2.39","0.19","2.27","12.5"
"Vayne","ADC","Strong","64.2","4.83","51.73","80.87","11.14","16.45","2.14","12.5"
"Vayne","TOP","Fair","41.01","5.02","49.66","16.74","2.16","16.45","1.51","12.5"
"Veigar","MID","Strong","70.53","0.55","52.34","72.14","7.86","8.08","2.34","12.5"
"Veigar","ADC","Fair","44.46","-4.29","54.12","18.39","1.89","8.08","2.51","12.5"
"Vel'Koz","MID","Fair","43.73","-0.95","50.68","35.28","0.88","0.49","2.57","12.5"
"Vel'Koz","SUPPORT","Weak","35.85","-6.85","50.26","58.47","1.64","0.49","2.19","12.5"
"Vex","MID","Strong","61.92","-0.39","50.16","90.55","6.41","9.8","2.35","12.5"
"Vi","JUNGLE","Good","54.12","0.93","52.3","93.5","4.61","1.72","2.37","12.5"
"Viego","JUNGLE","Strong","69.98","-4.66","49.45","94.09","11.18","9.73","2.39","12.5"
"Viktor","MID","Strong","61.71","-2.81","51.32","90.96","6.23","4.74","2.25","12.5"
"Vladimir","MID","Good","51.5","-1.88","50.11","75.31","3.73","5.53","2.33","12.5"
"Vladimir","TOP","Weak","34.57","3.55","49.19","22.53","1.07","5.53","2.01","12.5"
"Volibear","JUNGLE","Good","57.53","3.29","52.65","58.01","4.74","2.73","2.77","12.5"
"Volibear","TOP","Good","50.22","2.58","50.17","39.3","3.47","2.73","1.80","12.5"
"Warwick","JUNGLE","Good","52.13","0.36","50.23","74.74","5.4","5.46","2.19","12.5"
"Warwick","TOP","Weak","37.38","7.53","50.62","23.13","1.18","5.46","1.84","12.5"
"Wukong","TOP","Fair","41.67","1.32","50.7","73.75","1.7","0.55","2.02","12.5"
"Wukong","JUNGLE","Bad","32.83","-1.86","47.74","15.73","0.35","0.59","2.47","12.5"
"Xayah","ADC","Fair","45.9","-1.72","50.71","97.37","6.2","0.97","2.34","12.5"
"Xerath","MID","Good","50.14","-0.76","50.71","38.79","2.16","3.48","2.94","12.5"
"Xerath","SUPPORT","Fair","42.93","-4.3","49.75","55.45","3.31","3.48","2.45","12.5"
"Xin Zhao","JUNGLE","Good","50.25","-13.83","49.07","93.08","5.63","4.62","2.28","12.5"
"Yasuo","MID","God ","87.87","4.66","50.65","67.2","11.67","24.1","1.74","12.5"
"Yasuo","TOP","Good","47.3","9.99","49.45","16.87","2.75","24.1","1.50","12.5"
"Yasuo","ADC","Weak","37.87","-3.31","51.53","14.69","2.42","24.1","1.98","12.5"
"Yone","MID","Strong","71.64","0.72","50.15","58.09","8.77","18.66","1.85","12.5"
"Yone","TOP","Strong","68.09","7.18","50.74","38.45","5.23","18.66","1.65","12.5"
"Yorick","TOP","Good","46.92","-2.61","51.23","95.33","2.84","2.98","1.52","12.5"
"Yuumi","SUPPORT","God ","94.15","25.4","49.02","98.59","10.84","26.29","4.09","12.5"
"Zac","JUNGLE","Strong","59.69","-0.75","52.31","82.95","4.36","2.9","3.50","12.5"
"Zed","MID","God ","81.12","4.04","49.89","69.31","8.41","35.16","2.24","12.5"
"Zed","JUNGLE","Fair","45.64","0.81","48.19","26.54","2.98","35.16","2.45","12.5"
"Zeri","ADC","God ","84.87","-1.79","49.88","89.77","12.91","39.93","2.34","12.5"
"Ziggs","MID","Fair","42.6","1.71","50.63","28.57","0.89","0.47","2.36","12.5"
"Ziggs","ADC","Weak","37.68","-5.39","51.67","62.8","1.86","0.47","2.39","12.5"
"Zilean","MID","Good","51.26","0.89","52.22","24.03","1.14","3.82","3.28","12.5"
"Zilean","SUPPORT","Fair","44.79","-2.95","49.63","70.97","3.26","3.82","2.91","12.5"
"Zoe","MID","Good","49.45","2.36","49.92","91.32","3.1","1.28","2.52","12.5"
