"Name","Role","Tier","Score","Trend","Win %","Role %","Pick %","Ban %","KDA","Patch"
"Jax","JUNGLE","Fair","43.82","6.43","51.11","15.09","1.12","8.55","2.26","12.11"
"Jayce","TOP","Fair","42.26","-1.46","48.11","81.64","2.8","0.45","1.78","12.11"
"Jayce","MID","Bad","33.92","-6.23","47.7","17.14","0.51","0.45","2.11","12.11"
"Jhin","ADC","God ","82.51","-7.22","51.06","96.88","16.89","5.08","2.99","12.11"
"Jinx","ADC","Good","50.74","-7.91","48.89","98.37","9.21","1.62","2.20","12.11"
"Kai'Sa","ADC","God ","67.57","-21.44","50.05","96.51","13.84","2.5","2.46","12.11"
"Kalista","ADC","Fair","43.18","7.01","51.02","90.61","4.39","2.43","2.43","12.11"
"Karma","SUPPORT","Good","54.26","-1.69","47.79","83.66","7.43","2.62","2.72","12.11"
"Karma","MID","Good","49.58","8.52","52.23","10.24","0.94","2.62","3.04","12.11"
"Karthus","MID","Weak","39.79","7.89","50.42","14.71","0.42","2.65","2.22","12.11"
"Karthus","JUNGLE","Weak","39.45","-1.78","47.35","62.84","2.07","3.71","2.47","12.11"
"Karthus","ADC","Bad","28.81","-5.91","49.88","16.63","0.55","3.08","2.18","12.11"
"Kassadin","MID","Strong","56.59","3.22","51.59","96.15","3.81","8.84","2.53","12.11"
"Katarina","MID","Strong","64.09","-1.62","48.54","93.92","7.65","11.79","2.31","12.11"
"Kayle","TOP","Strong","66.11","-21.69","49.74","81.04","6.45","7.15","1.75","12.11"
"Kayle","MID","Good","49.22","-6.9","53.31","16.93","1.35","7.15","2.23","12.11"
"Kayn","JUNGLE","Strong","64.77","-10.51","51.61","95.66","10.5","10.47","2.49","12.11"
"Kennen","MID","Fair","44.1","4.22","52.04","18.97","0.3","0.39","2.50","12.11"
"Kennen","TOP","Weak","38.79","8.32","49.18","78.68","1.42","0.46","2.00","12.11"
"Kha'Zix","JUNGLE","Good","51.3","-8.06","49.65","97.75","5.61","5","2.64","12.11"
"Kindred","JUNGLE","Good","50.79","-4.37","50.75","93.81","5.06","4.46","2.31","12.11"
"Kled","TOP","Weak","41.52","2.35","48.27","88.21","1.91","1.2","2.33","12.11"
"Kog'Maw","ADC","Weak","41.78","-18.44","49.98","92.17","4.85","7.46","2.20","12.11"
"LeBlanc","MID","Fair","47.74","3.4","47.85","92.6","3.16","5.63","2.87","12.11"
"Lee Sin","JUNGLE","Good","56.03","-7.56","46.62","92.73","10.77","7.1","2.69","12.11"
"Leona","SUPPORT","Good","49.38","-3.97","49.07","98.36","5.05","7.11","2.31","12.11"
"Lillia","JUNGLE","Strong","56.12","-11.66","51.25","73.66","5.86","6.5","2.89","12.11"
"Lillia","TOP","Fair","45.57","-0.91","51.28","21.99","1.64","6.5","2.15","12.11"
"Lissandra","MID","Fair","47.17","4.93","48.65","92.48","3.35","1.04","2.43","12.11"
"Lucian","ADC","Strong","66.36","-10.82","50.34","87.93","11.95","12.51","2.37","12.11"
"Lulu","SUPPORT","God ","73.99","0.98","50.59","96.08","10.37","17.92","3.11","12.11"
"Lux","MID","Strong","64.15","1.92","52.46","36.68","4.76","8.36","2.95","12.11"
"Lux","SUPPORT","Strong","62.64","1.69","49.37","59.86","8.88","8.36","2.55","12.11"
"Malphite","TOP","Good","53.54","-6.86","50.75","73.24","3.16","2.95","2.40","12.11"
"Malphite","MID","Weak","39.67","0.26","49.59","12.32","0.56","2.93","2.43","12.11"
"Malphite","SUPPORT","Bad","25.47","-8.95","43.1","12.8","0.61","2.93","1.97","12.11"
"Malzahar","MID","Good","49.86","-0.87","50.52","91.4","3.24","3.24","2.23","12.11"
"Maokai","SUPPORT","Weak","37.93","-3.48","48.89","73.3","1.34","0.16","2.10","12.11"
"Maokai","TOP","Bad","29.36","-3.71","46.95","21.74","0.43","0.17","2.01","12.11"
"Master Yi","JUNGLE","Good","52.4","-13.01","49.93","91.73","5.98","16.59","1.99","12.11"
"Miss Fortune","ADC","Strong","58.08","-2.11","51","90.41","9.81","3.13","2.32","12.11"
"Mordekaiser","TOP","God ","77.03","-7.63","49.83","77.43","7.91","10.13","1.86","12.11"
"Mordekaiser","JUNGLE","Fair","47.43","-2.49","51.94","16.09","1.67","10.99","2.43","12.11"
"Morgana","SUPPORT","Strong","60.17","-1.02","49.71","87.16","6.69","21.59","2.49","12.11"
"Nami","SUPPORT","God ","69.31","-3.59","50.81","99.44","10.29","4","3.25","12.11"
"Nasus","TOP","Strong","56.07","-3.56","50.94","80.48","4.07","3.51","1.93","12.11"
"Nasus","MID","Fair","41.96","0","51.41","13.26","0.36","3.46","2.28","12.11"
"Nautilus","SUPPORT","Strong","65.35","-1.61","49.6","97.24","9.53","16.09","2.33","12.11"
"Neeko","MID","Fair","45.57","-2.17","49.86","58.7","2.26","1.1","2.35","12.11"
"Neeko","SUPPORT","Weak","37.18","-4.01","49.22","21.57","0.86","1.21","2.06","12.11"
"Nidalee","JUNGLE","Fair","44.39","4.68","47.67","87.39","3.51","1.82","2.86","12.11"
"Nocturne","JUNGLE","Good","48.28","-7.17","50.39","92.21","3.26","3.04","2.68","12.11"
"Nunu","JUNGLE","Good","48.59","6.57","49.89","90.42","3.29","1.29","2.97","12.11"
"Olaf","TOP","Strong","64.5","-6.7","51.89","72.73","4.95","12.31","1.85","12.11"
"Olaf","JUNGLE","Fair","43.24","5.99","49.77","26.73","1.85","12.57","2.33","12.11"
"Orianna","MID","Good","51.72","-2.75","51.02","93.5","2.79","0.19","2.75","12.11"
"Ornn","TOP","Strong","64.49","-0.47","52.79","90.23","4.51","0.72","2.46","12.11"
"Pantheon","MID","Fair","46.53","2.52","52.05","24.54","1.26","1.34","2.32","12.11"
"Pantheon","SUPPORT","Weak","37.36","1.4","47.61","43.46","2.27","1.34","1.90","12.11"
"Pantheon","TOP","Weak","36.77","1.11","48.66","24.4","1.11","1.34","2.09","12.11"
"Poppy","JUNGLE","Fair","45.49","9.17","50.47","53.68","1.79","1.23","2.65","12.11"
"Poppy","TOP","Fair","42.83","8.36","50.99","36.7","1.18","1.23","2.25","12.11"
"Pyke","SUPPORT","Strong","62.83","2.01","49.11","93.23","8.84","16.89","2.33","12.11"
"Qiyana","MID","Fair","42.92","2.98","47.25","70.41","3.47","3.56","2.02","12.11"
"Qiyana","JUNGLE","Weak","38.47","-0.21","48.22","22.54","1.13","3.06","2.30","12.11"
"Quinn","TOP","Weak","38.04","0.02","49.06","79.72","1.47","0.87","1.87","12.11"
"Rakan","SUPPORT","Strong","57.63","13.78","50.26","97.79","6.96","0.54","2.91","12.11"
"Rammus","JUNGLE","Good","53.04","10.96","52.49","92.58","3.05","5.62","2.91","12.11"
"Rek'Sai","JUNGLE","Good","48.94","5.31","51.5","95.99","2.75","2.53","2.57","12.11"
"Rell","SUPPORT","Weak","38.02","-6.17","48.39","98.17","1.34","0.28","2.36","12.11"
"Renata Glasc","SUPPORT","God ","66.57","1.69","52.25","98.65","8.39","8.07","2.87","12.11"
"Renekton","MID","Fair","42.98","-0.11","52.16","12.67","0.4","1.61","2.16","12.11"
"Renekton","TOP","Fair","42.09","1.26","47.43","83.26","2.91","1.58","1.86","12.11"
"Rengar","JUNGLE","Fair","45.36","-7.27","48.4","78.81","4.48","9.43","2.23","12.11"
"Rengar","TOP","Bad","31.69","-14.49","46.92","18.32","1.09","8.33","1.76","12.11"
"Riven","TOP","Good","54.44","1.09","49.32","89.53","4.5","2.67","1.88","12.11"
"Rumble","MID","Fair","47.13","4.15","52.6","32.39","0.72","0.37","2.58","12.11"
"Rumble","TOP","Bad","35.74","0.21","47.89","53.11","1.24","0.46","2.08","12.11"
"Ryze","MID","Bad","35.96","8.56","45.99","79.04","2.06","0.13","2.18","12.11"
"Ryze","TOP","Bad","23.9","2.56","44.92","16.4","0.41","0.13","1.80","12.11"
"Samira","ADC","Strong","64.61","-5.81","50.2","95.84","10.52","19.82","2.33","12.11"
"Sejuani","JUNGLE","Good","48.55","7.8","50.32","66.99","2.02","0.47","3.29","12.11"
"Sejuani","TOP","Weak","41.88","8.84","51.24","26.58","0.69","0.47","2.44","12.11"
"Senna","SUPPORT","God ","82.58","-11.79","51.52","87.2","12.85","21.01","2.68","12.11"
"Senna","ADC","Bad","35.16","0","48.99","11.1","1.62","21.01","2.88","12.11"
"Seraphine","SUPPORT","Good","54.14","4.1","49.02","64.57","6.87","1.23","2.59","12.11"
"Seraphine","MID","Good","52.72","4.25","52.5","19.79","1.93","1.28","2.90","12.11"
"Seraphine","ADC","Weak","40.39","-0.6","52.33","15.67","1.54","1.23","2.89","12.11"
"Sett","TOP","Strong","64.98","-9.14","49.35","79.26","6.45","5.39","1.72","12.11"
"Shaco","JUNGLE","Fair","45.47","-13.59","47.16","79.65","4.27","12.86","2.77","12.11"
"Shaco","SUPPORT","Bad","34.05","-3.91","46.63","13.42","0.84","14.58","2.36","12.11"
"Shen","TOP","Strong","64.3","0.13","53.26","87.83","3.5","0.68","3.13","12.11"
"Shyvana","JUNGLE","Good","50.61","-10.53","51.16","83.86","3.13","1.51","2.95","12.11"
"Shyvana","TOP","Fair","44.59","9.15","53.69","14.26","0.5","1.57","2.21","12.11"
"Singed","MID","Good","50.91","-0.13","53.02","35.68","1.36","1.51","2.72","12.11"
"Singed","TOP","Fair","46.95","-4.66","51.35","54.9","2.08","1.51","2.05","12.11"
"Sion","TOP","Fair","41.96","-5.44","48.29","77.88","2.79","0.95","1.66","12.11"
"Sivir","ADC","Bad","35.11","0.01","49.94","95.14","2.33","0.53","2.42","12.11"
"Skarner","JUNGLE","Good","49.81","11.49","52.64","74.7","0.8","0.19","3.09","12.11"
"Skarner","TOP","Bad","35.35","5.81","49.38","21.94","0.21","0.17","2.37","12.11"
"Sona","SUPPORT","Good","52.4","-4.34","52.01","95.61","3.62","0.35","2.96","12.11"
"Soraka","SUPPORT","Strong","57.21","0.03","51.17","93.56","6.1","3.86","2.82","12.11"
"Swain","MID","Good","53.28","-3.8","51.54","34.29","3.1","8.34","2.46","12.11"
"Swain","SUPPORT","Fair","44.58","-4.56","47.7","36.8","4.11","8.34","2.27","12.11"
"Swain","TOP","Fair","44.21","-5.42","50.33","17.17","1.78","8.89","2.07","12.11"
"Swain","ADC","Weak","39.93","-6.06","53.11","11.73","1.05","8.89","2.74","12.11"
"Sylas","MID","God ","70.98","11.52","51.18","83.66","8.81","4.92","2.20","12.11"
"Sylas","TOP","Weak","38.27","7.21","49.81","11.34","1.11","4.92","1.92","12.11"
"Syndra","MID","Fair","43.52","-0.81","49.23","84.94","2.14","0.65","2.29","12.11"
"Tahm Kench","TOP","Strong","57.22","17.64","52.31","54.73","3.02","2.38","2.63","12.11"
"Tahm Kench","ADC","Good","51.14","15.92","57.51","19.78","0.96","2.38","3.25","12.11"
"Tahm Kench","SUPPORT","Weak","39.26","1.38","49.1","23.11","1.18","2.47","2.45","12.11"
"Taliyah","MID","Good","49","-26.41","48.56","48.46","3.45","16.34","2.15","12.11"
"Taliyah","JUNGLE","Fair","44.8","-17.66","48.31","43.61","3.14","16.34","2.49","12.11"
"Talon","MID","Fair","47.05","-0.64","50.18","41.76","2.65","3.61","2.21","12.11"
"Talon","JUNGLE","Fair","44.71","-4.98","48.63","54.69","3.5","3.61","2.52","12.11"
"Taric","SUPPORT","Good","53.07","19.16","54.46","80.21","2.15","0.36","2.99","12.11"
"Taric","TOP","Bad","31.96","0","47.76","10.29","0.25","0.32","2.32","12.11"
"Teemo","TOP","Strong","60.19","-2.78","51.58","76.94","4.51","7.42","1.74","12.11"
"Thresh","SUPPORT","Good","53.06","-1.3","48.02","97.1","7.04","2.12","2.61","12.11"
"Tristana","ADC","Good","48.83","-5.07","50.28","83.39","6.95","4.03","2.36","12.11"
"Tristana","MID","Fair","44.56","0.46","51.57","14.06","1.01","4.03","2.28","12.11"
"Trundle","JUNGLE","Good","51.73","1.72","52.43","69.18","2.87","2.55","2.76","12.11"
"Trundle","TOP","Fair","43.87","3.61","53.18","26.76","1.13","2.69","1.72","12.11"
"Tryndamere","TOP","Good","49.81","10.74","50.01","82.63","3.25","6.09","1.85","12.11"
"Tryndamere","MID","Fair","43.85","0","52.78","10.68","0.38","6.14","2.09","12.11"
"Twisted Fate","MID","Fair","43.77","-3.61","47.46","91.62","3.38","0.26","2.24","12.11"
"Twitch","ADC","Strong","62.94","5.96","52.25","84.67","10.03","7.36","2.48","12.11"
"Udyr","JUNGLE","Weak","41.79","6.22","48.55","90.99","1.72","0.51","2.67","12.11"
"Urgot","TOP","Good","48.45","-4.41","51.32","91.27","2.44","1.44","2.00","12.11"
"Varus","MID","Weak","40.33","1.61","50.49","14.09","0.44","0.25","2.29","12.11"
"Varus","ADC","Weak","37.28","3.45","50.87","83.36","2.58","0.23","2.37","12.11"
"Vayne","ADC","Strong","56.54","-28.19","50.35","78.55","8.86","17.02","2.08","12.11"
"Vayne","TOP","Weak","41.64","-0.82","49.56","18.32","1.93","17.02","1.58","12.11"
"Veigar","MID","God ","69.63","0.19","51.96","77.76","7.46","7.38","2.41","12.11"
"Veigar","ADC","Weak","39.87","6.73","53.38","13.78","1.3","7.55","2.52","12.11"
"Vel'Koz","MID","Fair","46.46","-0.98","50.88","40.41","1.46","0.69","2.65","12.11"
"Vel'Koz","SUPPORT","Weak","41.73","-4.15","49.72","54.04","2.02","0.69","2.26","12.11"
"Vex","MID","Good","49.19","-5.07","49.5","90.96","3.35","5.52","2.38","12.11"
"Vi","JUNGLE","Good","50.9","-4.76","52.5","92.02","3.19","1.05","2.44","12.11"
"Viego","JUNGLE","God ","70.61","-19.89","49.96","93.89","14.35","13.5","2.50","12.11"
"Viktor","MID","Strong","64.77","3.12","50.75","93.83","7.16","3.49","2.36","12.11"
"Vladimir","MID","Good","49.57","1.82","48.71","68.05","3.88","6.61","2.36","12.11"
"Vladimir","TOP","Weak","39.27","3.5","48.76","29.86","1.55","6.61","2.01","12.11"
"Volibear","JUNGLE","Strong","57.47","-3.23","52.06","53.19","5.99","6.75","2.79","12.11"
"Volibear","TOP","Strong","56.89","16.81","48.75","44.4","5.24","6.75","1.64","12.11"
"Warwick","JUNGLE","Fair","47.97","-6.83","49.98","72.07","4.4","4.57","2.25","12.11"
"Warwick","TOP","Fair","43.66","9.36","52.2","24.4","1.18","4.99","1.93","12.11"
"Wukong","JUNGLE","God ","68.13","-23.26","52.78","76.36","7.9","27.24","2.91","12.11"
"Wukong","TOP","Good","51.52","-8.45","50.89","21.48","2.23","26.04","2.16","12.11"
"Xayah","ADC","Weak","40.32","-2.44","48.44","98.06","5.42","0.88","2.38","12.11"
"Xerath","MID","Good","53.88","-0.32","50.98","45.51","2.58","3.72","3.26","12.11"
"Xerath","SUPPORT","Fair","46.56","-5.98","49.54","52.72","3.38","3.92","2.64","12.11"
"Xin Zhao","JUNGLE","Fair","43.29","9.45","48.85","89.32","3.08","0.99","2.33","12.11"
"Yasuo","MID","God ","89.57","0.87","49.41","70.62","12.32","23.85","1.75","12.11"
"Yasuo","TOP","Fair","43.32","-0.2","47.83","14.47","2.57","25.08","1.49","12.11"
"Yasuo","ADC","Bad","34.59","11.37","49.67","14.56","2.48","23.85","1.97","12.11"
"Yone","MID","God ","80.55","9.67","51.81","63.02","10.21","14.92","2.00","12.11"
"Yone","TOP","Strong","64.06","0.81","50.92","34.01","5.21","14.92","1.70","12.11"
"Yorick","TOP","Good","51.75","11.99","54.4","94.95","2.27","2.77","1.62","12.11"
"Yuumi","SUPPORT","God ","95.2","18.37","50.95","98.44","13.73","26.98","4.37","12.11"
"Zac","JUNGLE","Strong","60.69","5.82","53.52","76.74","4.15","2.85","3.74","12.11"
"Zac","TOP","Good","49.23","0","53.82","14.07","0.65","2.85","2.80","12.11"
"Zed","MID","God ","68.17","-3.23","47.87","73.88","7.18","28.55","2.35","12.11"
"Zed","JUNGLE","Fair","42.75","1.2","48.11","22.08","2.05","28.55","2.61","12.11"
"Zeri","ADC","God ","91.55","65.49","52.44","90.02","16.68","17.72","2.52","12.11"
"Ziggs","MID","Fair","42.59","-4.03","50.52","36.99","0.9","0.36","2.41","12.11"
"Ziggs","ADC","Bad","34.58","6.8","50.81","55.33","1.36","0.34","2.49","12.11"
"Zilean","MID","Good","52.66","-1.8","52.21","21.35","1.02","2.75","3.59","12.11"
"Zilean","SUPPORT","Good","49.64","-4.88","49.91","75.17","3.63","2.75","3.14","12.11"
"Zoe","MID","Good","48.78","-0.43","48.19","92.78","3.98","1.78","2.49","12.11"
