"Name","Role","Tier","Score","Trend","Win %","Role %","Pick %","Ban %","KDA","Patch"
"Graves","JUNGLE","God ","85.17","7.98","49.7","73.51","9.92","10.62","2.50","12.8"
"Graves","TOP","Fair","44.89","-4.01","49.5","20.11","2.62","10.62","1.70","12.8"
"Gwen","TOP","Fair","42.7","-1.24","48.72","77.62","2.93","1.59","1.67","12.8"
"Gwen","JUNGLE","Bad","28.19","-1.48","50.25","18.09","0.69","1.59","2.34","12.8"
"Hecarim","JUNGLE","Weak","34.08","-6.28","45.84","96.64","3.51","3.6","2.58","12.8"
"Heimerdinger","MID","Fair","39.06","-1.79","49.51","38.66","0.85","0.94","1.86","12.8"
"Heimerdinger","TOP","Bad","31.81","1.26","50.61","34.56","0.68","0.94","1.60","12.8"
"Heimerdinger","SUPPORT","Bad","31.46","-3.92","49.76","10.89","0.21","0.94","1.79","12.8"
"Heimerdinger","ADC","Bad","27.84","-3.72","50.39","20.23","0.33","0.89","2.04","12.8"
"Illaoi","TOP","Fair","45.57","-1.88","50.64","93.19","2.87","4.68","1.36","12.8"
"Irelia","TOP","God ","80.61","0.53","49.92","55.3","6.47","23","1.58","12.8"
"Irelia","MID","Good","55.82","0.08","49.77","42.92","5.08","23","1.75","12.8"
"Ivern","JUNGLE","Weak","33.37","-2.79","49.25","78.42","1.08","0.39","3.18","12.8"
"Ivern","SUPPORT","Bad","30.27","7.08","47.57","11.89","0.16","0.38","2.55","12.8"
"Janna","SUPPORT","Good","58.07","0.59","52.8","97.4","4.26","1.21","3.11","12.8"
"Jarvan IV","JUNGLE","Good","50.87","-0.99","50.64","91.78","3.6","0.53","3.20","12.8"
"Jax","TOP","God ","78.28","0.35","51.01","83.87","6.82","10.24","1.59","12.8"
"Jax","JUNGLE","Bad","31.79","7.76","51.12","13.92","1.14","9.72","2.10","12.8"
"Jayce","TOP","Fair","39.79","-1.97","46.84","80.22","3.21","0.74","1.66","12.8"
"Jayce","MID","Weak","37.74","-1.06","48.64","17.27","0.66","0.74","2.01","12.8"
"Jhin","ADC","God ","88.7","13.66","51.38","96.58","17.61","4.22","2.82","12.8"
"Jinx","ADC","Strong","64.02","-29.3","48.76","98.45","12.97","4","2.10","12.8"
"Kai'Sa","ADC","Strong","68.81","1.29","49.77","89.45","13.42","3.49","2.33","12.8"
"Kalista","ADC","Weak","35.77","8.42","50.4","88.77","2.48","0.51","2.27","12.8"
"Karma","SUPPORT","Strong","64.71","-2.11","48.62","84.48","8.75","4.92","2.64","12.8"
"Karthus","JUNGLE","Good","48.88","1.81","50.57","68.21","3.63","9.2","2.51","12.8"
"Karthus","ADC","Fair","40.64","7.01","54.71","16.89","0.98","9.2","2.23","12.8"
"Kassadin","MID","Good","53.05","4.39","50.42","96.58","3.8","9.79","2.28","12.8"
"Katarina","MID","Strong","73.45","6.21","49.29","93.98","10.45","13.25","2.19","12.8"
"Kayle","TOP","Strong","69.1","8.87","52.63","76.26","5.28","2.39","1.78","12.8"
"Kayle","MID","Good","50.01","0.57","53.69","20.62","1.4","2.39","2.16","12.8"
"Kayn","JUNGLE","God ","87.7","3.06","50.59","96.82","10.13","12.42","2.33","12.8"
"Kennen","MID","Fair","44.87","0.2","52.12","16.57","0.43","0.69","2.28","12.8"
"Kennen","TOP","Fair","38.76","-2.46","48.72","79.35","2.06","0.69","1.92","12.8"
"Kha'Zix","JUNGLE","God ","81.82","9.58","51.01","98.49","9.14","9.05","2.48","12.8"
"Kindred","JUNGLE","Fair","43.56","-5.66","49.1","92.8","4.2","3.37","2.14","12.8"
"Kled","MID","Good","52.21","1.41","55.65","10.52","0.17","0.85","2.59","12.8"
"Kled","TOP","Fair","43.2","4","50.61","86.65","1.48","0.81","2.41","12.8"
"Kog'Maw","ADC","Fair","40.96","6.53","53.53","87.91","2.17","0.5","2.19","12.8"
"LeBlanc","MID","Good","50.01","-0.15","47.18","92.64","4.26","7.83","2.57","12.8"
"Lee Sin","JUNGLE","God ","87.09","-1.69","46.37","91.99","11.78","10.95","2.52","12.8"
"Leona","SUPPORT","Good","58.5","-0.22","49.02","98.08","7.04","9","2.30","12.8"
"Lillia","JUNGLE","Good","56","-1.86","51.61","81.11","4.63","2","2.70","12.8"
"Lillia","TOP","Weak","33.96","-5.6","49.78","14.77","0.87","2","1.98","12.8"
"Lissandra","MID","Good","48.11","1.08","50.47","90.81","2.47","0.78","2.31","12.8"
"Lucian","ADC","God ","87.09","5.42","51.51","86.52","16.36","12.81","2.29","12.8"
"Lulu","SUPPORT","Strong","75","-3.25","50.42","95.17","8.75","17.08","2.97","12.8"
"Lux","SUPPORT","Strong","75.79","-1.41","49.37","63.65","10.55","10.8","2.37","12.8"
"Lux","MID","Strong","61.06","-0.05","51.15","32.65","5.01","10.8","2.69","12.8"
"Malphite","TOP","Strong","58.75","-3.97","50.82","70.51","3.77","3.67","2.30","12.8"
"Malphite","MID","Fair","40.76","-3.9","49.27","13.51","0.7","3.67","2.32","12.8"
"Malphite","SUPPORT","Bad","31.85","2.14","48.52","12.26","0.68","3.72","2.06","12.8"
"Malzahar","MID","Good","50.84","-2.69","51.53","90.15","3.14","3.48","2.05","12.8"
"Maokai","SUPPORT","Weak","34.31","-1.92","48.88","74.55","1.14","0.11","2.10","12.8"
"Maokai","TOP","Bad","24.77","-6.53","47.69","18.16","0.28","0.11","1.96","12.8"
"Master Yi","JUNGLE","Strong","77.36","0.85","51.01","90.97","7.25","19.08","1.97","12.8"
"Miss Fortune","ADC","Strong","74.27","-4.84","51.16","94.05","14.21","4.15","2.25","12.8"
"Mordekaiser","TOP","God ","88.77","19.47","51.21","78.24","8.03","8.69","1.81","12.8"
"Mordekaiser","JUNGLE","Weak","35.18","1.46","51.04","15.28","1.47","8.69","2.32","12.8"
"Morgana","SUPPORT","Strong","67.79","-2.72","49.15","87.59","7.11","26.18","2.40","12.8"
"Nami","SUPPORT","God ","86.82","2.5","52.19","99.54","12.15","4.8","3.18","12.8"
"Nasus","TOP","Good","56.15","1.17","50.67","77.54","3.96","3.64","1.81","12.8"
"Nautilus","SUPPORT","God ","80.6","-3.46","50.63","97.67","10.75","16.98","2.36","12.8"
"Neeko","MID","Good","52.04","2.78","53.65","56.13","1.91","0.63","2.28","12.8"
"Neeko","SUPPORT","Weak","32.81","-5.07","49","21.95","0.8","0.68","1.98","12.8"
"Neeko","TOP","Bad","27.05","-3.76","48.91","13.48","0.35","0.68","1.81","12.8"
"Nidalee","JUNGLE","Good","54.95","0.37","48.88","89.79","5.36","4.37","2.83","12.8"
"Nocturne","JUNGLE","Strong","66.9","-0.1","52.3","95.65","6.06","6.1","2.64","12.8"
"Nunu","JUNGLE","Fair","39.03","-6.39","48.65","86.25","2.99","1.33","2.70","12.8"
"Olaf","JUNGLE","Bad","14.91","-8.64","44.65","82.14","1.25","0.8","2.12","12.8"
"Olaf","TOP","Bad","8.66","-3.52","42.68","17.91","0.3","0.88","1.42","12.8"
"Orianna","MID","Fair","45.68","1.43","49.11","90.92","2.21","0.18","2.46","12.8"
"Ornn","TOP","Strong","62.65","-1.92","51.43","92.97","4.28","0.76","2.27","12.8"
"Pantheon","MID","Fair","44.97","-2.25","50.64","26.17","1.47","1.25","2.22","12.8"
"Pantheon","TOP","Weak","37.69","-1.92","50.36","21.49","1.21","1.25","1.99","12.8"
"Pantheon","SUPPORT","Weak","35.16","0.81","47.25","45.25","2.57","1.25","1.90","12.8"
"Poppy","TOP","Fair","40.75","0.13","50.44","33.81","1.57","2.4","2.04","12.8"
"Poppy","JUNGLE","Fair","39.05","2.72","49.46","56.11","2.68","2.4","2.61","12.8"
"Pyke","SUPPORT","God ","88.26","-0.68","49.72","87.03","11.99","24.67","2.21","12.8"
"Qiyana","MID","Good","49.35","-1.05","49.02","68.36","4.13","5.89","1.98","12.8"
"Qiyana","JUNGLE","Bad","31.38","-0.29","49.04","27.24","1.66","5.89","2.41","12.8"
"Quinn","TOP","Fair","43.41","2.51","51.48","79.24","1.86","1.16","1.82","12.8"
"Rakan","SUPPORT","Good","51.12","-5.42","49.6","98.31","4.6","0.31","2.81","12.8"
"Rammus","JUNGLE","Good","46.96","0.41","52.03","94.9","2.46","4.03","2.92","12.8"
"Rek'Sai","JUNGLE","Fair","45.14","-2.43","50.97","96.37","3.15","4.44","2.46","12.8"
"Rell","SUPPORT","Fair","41.55","-1.36","51.15","97.89","1.48","0.27","2.40","12.8"
"Renata Glasc","SUPPORT","Strong","70.99","-2.5","53.12","98.79","7.33","9.22","2.86","12.8"
"Renekton","TOP","Fair","39.96","-1.18","46.93","82.48","3.08","2.23","1.73","12.8"
"Renekton","MID","Weak","36","-2.69","48.05","15.17","0.52","2.23","1.97","12.8"
"Rengar","JUNGLE","Strong","68.89","-1.7","50.53","75.29","6.31","20.71","2.30","12.8"
"Rengar","TOP","Fair","39.02","-0.58","48.59","21.11","1.79","20.71","1.80","12.8"
"Riven","TOP","Strong","73.02","1","50.53","89.57","6.3","5.14","1.88","12.8"
"Rumble","MID","Good","48.24","-0.83","52.8","27.53","0.72","0.4","2.51","12.8"
"Rumble","TOP","Weak","34.08","-0.76","48.44","56.87","1.29","0.4","2.07","12.8"
"Rumble","JUNGLE","Bad","17.03","-6.26","46.14","12.51","0.27","0.33","2.63","12.8"
"Ryze","MID","Bad","29.97","-1.5","43.25","81.13","1.57","0.18","1.89","12.8"
"Ryze","TOP","Bad","10.18","-5.75","42.67","15.45","0.3","0.18","1.63","12.8"
"Samira","ADC","Strong","73.45","2.35","51.73","97.19","11.14","21.54","2.26","12.8"
"Sejuani","JUNGLE","Good","49.24","6.81","51.54","70.97","2.82","0.37","3.23","12.8"
"Sejuani","TOP","Weak","34.42","-2.95","49.48","21.12","0.71","0.37","2.29","12.8"
"Senna","SUPPORT","God ","93.39","15.23","52.21","90.55","14.25","7.86","2.61","12.8"
"Seraphine","MID","Fair","42.8","1.67","49.72","13.36","0.63","1","2.59","12.8"
"Seraphine","SUPPORT","Fair","41.91","-0.4","47.99","69.85","3.55","1","2.30","12.8"
"Seraphine","ADC","Weak","34.64","-4.63","50.84","16.34","0.74","1","2.76","12.8"
"Sett","TOP","Strong","75.4","-0.44","50.77","77.44","6.6","6.43","1.73","12.8"
"Sett","SUPPORT","Bad","28.91","-1.51","47.06","11.57","0.73","6.43","2.01","12.8"
"Shaco","JUNGLE","Strong","65.43","-1.97","50.27","81.54","5.72","17.66","2.73","12.8"
"Shaco","SUPPORT","Weak","36.97","-1.45","49.62","13.01","0.95","17.66","2.33","12.8"
"Shen","TOP","Strong","64.48","-1.34","52.01","84.95","3.64","0.82","2.88","12.8"
"Shen","SUPPORT","Weak","32.72","0.04","48.2","10.2","0.42","0.82","2.61","12.8"
"Shyvana","JUNGLE","Good","50.65","0.12","52.78","88.29","2.96","1.14","2.83","12.8"
"Singed","MID","Good","50.69","2.34","54.5","15.24","0.34","0.38","2.60","12.8"
"Singed","TOP","Fair","42.04","5.06","51.16","70.97","1.73","0.43","1.87","12.8"
"Sion","TOP","Strong","69.88","-6.89","49.75","83.42","6.67","6.46","1.32","12.8"
"Sivir","ADC","Fair","45.5","5.95","51.31","94.49","4.84","0.77","2.37","12.8"
"Skarner","JUNGLE","Weak","35.63","0.2","52.1","72.66","0.63","0.14","2.76","12.8"
"Skarner","TOP","Weak","32.22","4.16","50","22.81","0.17","0.14","2.30","12.8"
"Sona","SUPPORT","Good","51.73","-3.06","51.85","97.18","3.44","0.42","2.81","12.8"
"Soraka","SUPPORT","Strong","64.82","-9.84","52.01","93.68","6.72","6.96","2.73","12.8"
"Swain","MID","Good","56.39","11.15","52.81","26.77","3.43","6.25","2.42","12.8"
"Swain","SUPPORT","Good","51.22","14.51","49.42","35.98","5.02","6.25","2.34","12.8"
"Swain","TOP","Good","50.79","0","51.15","22.24","2.7","6.25","2.04","12.8"
"Swain","ADC","Fair","44.74","14.18","54.17","14.78","1.7","6.25","2.73","12.8"
"Sylas","MID","Strong","62.23","3.73","49.91","80.8","7.67","4.53","2.09","12.8"
"Sylas","TOP","Weak","32.91","-1.42","48.89","12.48","1.14","4.53","1.86","12.8"
"Syndra","MID","Fair","41.9","-0.5","47.27","83.87","2.7","0.94","2.11","12.8"
"Tahm Kench","ADC","Good","49.24","0","57.1","11.97","0.31","2.13","3.16","12.8"
"Tahm Kench","TOP","Fair","40.17","-6.28","48.71","53.63","1.78","2.13","2.34","12.8"
"Tahm Kench","SUPPORT","Bad","31.5","-5.68","47.32","31.9","0.88","2.13","2.37","12.8"
"Taliyah","MID","Fair","38.93","-2.68","49.23","15.75","0.37","0.24","2.19","12.8"
"Taliyah","SUPPORT","Weak","34.51","-2.42","50.26","19.87","0.43","0.24","2.06","12.8"
"Taliyah","JUNGLE","Bad","18.81","-6.85","45.36","58.89","1.27","0.26","2.41","12.8"
"Talon","JUNGLE","Good","52.13","8.13","49.98","60.98","4.83","5.16","2.42","12.8"
"Talon","MID","Fair","45.85","-2.67","49.14","37.05","2.86","5.16","2.06","12.8"
"Taric","SUPPORT","Fair","39.54","0.07","49.86","86.87","1.16","0.15","2.79","12.8"
"Teemo","TOP","Strong","63.33","1","49.84","77.46","5.03","8.72","1.67","12.8"
"Thresh","SUPPORT","Good","52.39","-0.81","46.14","97.93","7.36","2.56","2.41","12.8"
"Tristana","ADC","Good","56.12","11.76","52.21","87.27","7.69","3.71","2.27","12.8"
"Tristana","MID","Fair","44.18","6.66","51.79","10.09","0.84","3.71","2.04","12.8"
"Trundle","JUNGLE","Fair","45.85","-3.36","52.2","64.81","2.55","2.26","2.66","12.8"
"Trundle","TOP","Weak","33.95","-2.37","50.17","29.96","1.15","2.26","1.61","12.8"
"Tryndamere","TOP","Good","52.43","-0.11","49.6","82.98","3.62","10.93","1.72","12.8"
"Tryndamere","MID","Weak","37.12","0","48.99","10.49","0.4","10.93","1.90","12.8"
"Twisted Fate","MID","Fair","39.67","-1.33","46.5","89.87","2.52","0.2","2.08","12.8"
"Twitch","ADC","Good","50.16","4.34","52.1","78.82","5.66","4.67","2.35","12.8"
"Udyr","JUNGLE","Weak","34.76","-3.29","49.83","90.36","1.77","0.57","2.61","12.8"
"Urgot","TOP","Good","50.61","-5.24","51.14","92.06","2.93","1.89","1.92","12.8"
"Varus","MID","Weak","34.1","5.82","47.2","11.49","0.39","0.37","1.97","12.8"
"Varus","ADC","Bad","30.61","5.14","47.96","86.61","2.64","0.32","2.20","12.8"
"Vayne","ADC","Strong","62.58","-3.11","50.48","80.72","10.11","15","2.04","12.8"
"Vayne","TOP","Fair","39.7","-0.37","49.79","16.73","1.97","15","1.49","12.8"
"Veigar","MID","Strong","66.36","1.2","52.32","70.98","6.96","8.81","2.26","12.8"
"Veigar","ADC","Fair","40.78","-0.18","52.97","19.29","1.84","8.81","2.42","12.8"
"Vel'Koz","MID","Good","46.07","0.97","50.67","38.83","1.26","0.54","2.53","12.8"
"Vel'Koz","SUPPORT","Fair","41.36","3.7","50.66","55.22","1.9","0.54","2.25","12.8"
"Vex","MID","Strong","59.48","-1.69","50.27","91.38","5.84","9.75","2.31","12.8"
"Vi","JUNGLE","Good","51.76","-0.85","52.35","92.5","3.95","1.41","2.35","12.8"
"Viego","JUNGLE","God ","89.69","7.71","50.24","93.26","10.83","9.14","2.45","12.8"
"Viktor","MID","Good","56.43","-0.7","50.7","91.95","5.32","2.81","2.15","12.8"
"Vladimir","MID","Good","56.43","2.8","51.07","70.46","4.59","7.02","2.30","12.8"
"Vladimir","TOP","Fair","38.33","4.87","49.53","27.06","1.57","7.02","1.94","12.8"
"Volibear","JUNGLE","Strong","68.38","-3.79","52.75","64.64","5.93","5.72","2.83","12.8"
"Volibear","TOP","Good","53.61","3.43","51.52","33.12","3.29","5.72","1.75","12.8"
"Warwick","JUNGLE","Good","53.64","-1.5","51.01","76.59","4.85","4.79","2.17","12.8"
"Warwick","TOP","Weak","34.71","-1.72","50.08","20.46","1.04","5.25","1.79","12.8"
"Wukong","JUNGLE","Strong","68.39","10.5","53.24","61.18","5.71","5.51","2.82","12.8"
"Wukong","TOP","Good","56.2","-3.45","51.96","34.01","3.15","5.51","2.09","12.8"
"Xayah","ADC","Fair","45.04","-37.25","48.15","97.33","7.05","4.77","2.18","12.8"
"Xerath","MID","Good","52.95","5.64","50.8","38.1","2.7","4.25","2.90","12.8"
"Xerath","SUPPORT","Good","52.3","7.26","51.13","55.58","4.22","4.25","2.52","12.8"
"Xin Zhao","JUNGLE","Weak","33.5","-4.09","48.04","88.74","2.87","1.34","2.22","12.8"
"Yasuo","MID","God ","89.46","0.28","50.78","66.68","12.55","26.14","1.73","12.8"
"Yasuo","TOP","Good","49.11","-2.24","49.78","14.94","2.68","26.14","1.52","12.8"
"Yasuo","ADC","Fair","42.34","3.89","52.19","17.15","2.89","26.14","2.01","12.8"
"Yone","MID","Strong","66.66","-0.04","50.25","60.51","8.17","16.45","1.82","12.8"
"Yone","TOP","Strong","60.44","-3.86","49.99","35.66","4.39","16.45","1.62","12.8"
"Yorick","TOP","Good","53.68","-1.23","52.9","94.76","3.11","4.03","1.52","12.8"
"Yuumi","SUPPORT","God ","93.11","1.97","49.74","98.61","10.71","26.33","4.08","12.8"
"Zac","JUNGLE","Good","58.5","0.15","51.99","82.67","3.85","3.18","3.50","12.8"
"Zed","MID","God ","81.03","2.15","50.09","70.09","8.97","35.42","2.20","12.8"
"Zed","JUNGLE","Fair","45.73","2.46","48.48","25.77","3.03","35.42","2.45","12.8"
"Zeri","ADC","Bad","29.13","-1.74","45.18","92.3","4.15","5.83","2.07","12.8"
"Ziggs","MID","Fair","42.79","-0.91","50.4","28.16","0.9","0.55","2.22","12.8"
"Ziggs","ADC","Fair","38.53","3.99","52.36","64.38","1.88","0.52","2.33","12.8"
"Zilean","MID","Good","49.07","-5.63","51.63","18.38","0.64","1.88","3.08","12.8"
"Zilean","SUPPORT","Fair","45.69","-4.34","50.01","77.19","2.58","1.88","2.94","12.8"
"Zoe","MID","Good","49.61","3.79","48.37","91.46","4.14","1.44","2.36","12.8"
