"Name","Role","Tier","Score","Trend","Win %","Role %","Pick %","Ban %","KDA","Patch"
"Jax","JUNGLE","Weak","34.27","-0.43","49.82","13.13","1.01","9.63","2.17","12.2"
"Jayce","TOP","Strong","62.61","-10.95","48.03","75.34","5.61","2.93","1.75","12.2"
"Jayce","MID","Fair","37.83","-1.46","48.43","23.69","1.63","2.93","2.05","12.2"
"Jhin","ADC","God ","92.76","-1.47","51.35","98.76","22.86","5.69","3.02","12.2"
"Jinx","ADC","God ","86.87","0.11","51.32","99.54","21.6","7.36","2.41","12.2"
"Kai'Sa","ADC","Strong","63.18","-12.33","49.33","97.46","14.32","3.72","2.40","12.2"
"Kalista","ADC","Bad","24.25","-7.26","46.32","84.85","1.22","0.25","2.18","12.2"
"Karma","SUPPORT","Strong","65.56","2.13","48.15","90.53","10.08","4.3","2.71","12.2"
"Karthus","ADC","Fair","39.39","-2.87","53.61","17.97","0.75","2.84","2.25","12.2"
"Karthus","JUNGLE","Weak","34.38","-5.2","47.93","60.54","1.93","2.84","2.40","12.2"
"Karthus","MID","Weak","32.38","-9.75","47.8","12.27","0.35","2.84","2.16","12.2"
"Kassadin","MID","Good","57.13","-1.03","50.93","97.06","4.25","12.61","2.48","12.2"
"Katarina","MID","Strong","64.23","2.24","50.1","95.1","6.95","9.05","2.33","12.2"
"Kayle","TOP","Good","50.22","1.97","51.31","76.24","3.13","1.17","1.81","12.2"
"Kayle","MID","Fair","39.88","-0.86","50.47","21.82","0.82","1.17","2.21","12.2"
"Kayn","JUNGLE","Strong","69.15","0.04","50.04","98.36","9.58","11.28","2.40","12.2"
"Kennen","MID","Fair","39.08","-1.32","50.63","15.48","0.33","0.5","2.32","12.2"
"Kennen","TOP","Weak","32.74","-2.75","48.31","83.61","1.86","0.54","1.94","12.2"
"Kha'Zix","JUNGLE","Strong","62.7","2.45","50.87","98.77","7.59","6.82","2.52","12.2"
"Kindred","JUNGLE","Good","50.02","3.33","51.51","94.64","4.22","2.8","2.31","12.2"
"Kled","TOP","Fair","42.36","2.09","51.37","88.65","1.64","0.75","2.37","12.2"
"Kog'Maw","ADC","Weak","37.52","-2.28","52.15","87.56","1.48","0.32","2.20","12.2"
"LeBlanc","MID","Good","58.36","-0.79","48.82","95.6","5.3","10.47","2.85","12.2"
"Lee Sin","JUNGLE","God ","91.81","-0.08","48.25","95.08","15.18","14.82","2.79","12.2"
"Leona","SUPPORT","Strong","65.56","0.12","49.66","99.47","8.88","12.63","2.35","12.2"
"Lillia","JUNGLE","Fair","41.81","-0.7","49.65","85.81","2.52","0.79","2.68","12.2"
"Lillia","TOP","Bad","26.39","2.06","50.49","11.81","0.37","0.86","1.97","12.2"
"Lissandra","MID","Good","47.8","0.51","50.33","91.26","2.78","0.6","2.42","12.2"
"Lucian","ADC","Fair","44.26","-4.22","49.63","82.69","6.59","2","2.24","12.2"
"Lucian","MID","Bad","29.43","0","46.36","11.24","0.73","2","1.92","12.2"
"Lulu","SUPPORT","God ","92.89","-0.68","50.03","96.96","12.81","22.69","3.04","12.2"
"Lux","SUPPORT","God ","85.6","3.31","49.38","67.15","13.76","11.63","2.50","12.2"
"Lux","MID","Strong","66.68","-0.24","50.55","29.74","6.26","11.63","2.91","12.2"
"Malphite","TOP","Strong","64.73","-2.91","50.44","76.22","4.5","3.85","2.36","12.2"
"Malphite","MID","Weak","35.89","-4.35","48.33","10.82","0.7","3.92","2.36","12.2"
"Malphite","SUPPORT","Bad","20.53","-8.64","44.43","10.85","0.75","3.96","2.00","12.2"
"Malzahar","MID","Good","51.65","2.08","51.36","90.59","3.48","2.87","2.20","12.2"
"Maokai","SUPPORT","Fair","39.1","-0.41","51.78","76.57","1.27","0.13","2.23","12.2"
"Maokai","TOP","Bad","26.22","1.58","50.46","17.83","0.29","0.13","2.04","12.2"
"Master Yi","JUNGLE","Strong","63.71","-0.88","49.59","93.62","7.54","17.73","2.04","12.2"
"Miss Fortune","ADC","Good","50.19","-0.47","51.18","94.32","7.32","1.85","2.35","12.2"
"Mordekaiser","TOP","Strong","72.83","6.88","51.57","86.49","5.39","5.91","1.84","12.2"
"Morgana","SUPPORT","Strong","69.72","-1.31","48.96","91.47","8.24","24.89","2.50","12.2"
"Nami","SUPPORT","Strong","72.58","-0.71","51.66","99.61","9.59","1.86","3.22","12.2"
"Nasus","TOP","Strong","71.09","6.13","52.88","86.34","4.76","4.74","1.98","12.2"
"Nautilus","SUPPORT","Strong","61.72","1.47","49.23","97.83","8.66","7.87","2.31","12.2"
"Neeko","MID","Fair","37.9","0.15","48.74","63.45","1.19","0.28","2.27","12.2"
"Neeko","SUPPORT","Bad","23.34","-8.2","46.61","23.72","0.45","0.28","1.84","12.2"
"Nidalee","JUNGLE","Good","47.84","-1.26","49.16","92.77","4.09","2.4","2.93","12.2"
"Nocturne","JUNGLE","Good","52.31","12.6","51.67","90.3","4.32","3.28","2.56","12.2"
"Nunu","JUNGLE","Good","57.3","1.83","52.48","89.75","4.54","2.66","2.99","12.2"
"Olaf","JUNGLE","Weak","35.5","-1.11","49.01","84.94","1.58","0.74","2.41","12.2"
"Olaf","TOP","Bad","7.43","-3.61","44.62","15.42","0.26","0.75","1.64","12.2"
"Orianna","MID","Good","46.82","-0.23","48.91","95.28","2.94","0.17","2.69","12.2"
"Ornn","TOP","Good","60.11","0.54","50.37","93.94","4.19","0.54","2.29","12.2"
"Pantheon","MID","Fair","39.84","-1.7","50.03","25.82","1.02","0.89","2.23","12.2"
"Pantheon","TOP","Bad","31.06","0.27","50.5","25.56","0.89","0.89","2.02","12.2"
"Pantheon","SUPPORT","Bad","24.51","-8.27","45.07","41.66","1.72","0.89","1.86","12.2"
"Poppy","TOP","Fair","41.43","1.55","51.34","37.53","1.76","2.56","2.10","12.2"
"Poppy","JUNGLE","Fair","40.78","-0.82","49.02","55.49","2.54","2.56","2.71","12.2"
"Pyke","SUPPORT","Good","61.21","1.32","49.2","88.12","8.28","12","2.17","12.2"
"Qiyana","MID","Good","55.06","-1.47","50.93","58.61","4.15","12.3","2.14","12.2"
"Qiyana","JUNGLE","Fair","39.94","-2.94","48.76","38.22","2.6","12.3","2.39","12.2"
"Quinn","TOP","Weak","34.62","-1.8","51.29","84.47","1.22","0.48","1.87","12.2"
"Rakan","SUPPORT","Good","51.17","-2.95","49.77","97.09","5.1","0.39","2.92","12.2"
"Rammus","JUNGLE","Fair","44.85","-3.3","50.7","95.79","2.36","3","2.86","12.2"
"Rek'Sai","JUNGLE","Good","48.61","-0.95","51.04","97.84","3.78","3.53","2.49","12.2"
"Rell","SUPPORT","Fair","38.51","-4.45","50.47","99.44","1.6","0.38","2.46","12.2"
"Renekton","TOP","Good","54.56","3.96","47.73","87.59","4.64","2.22","1.91","12.2"
"Renekton","MID","Weak","36.68","-4.64","49.36","11.94","0.62","2.22","2.17","12.2"
"Rengar","JUNGLE","Fair","38.23","-1.11","48.08","78.19","3.24","3.13","2.22","12.2"
"Rengar","TOP","Bad","26.81","4.4","49.39","20.07","0.87","2.74","1.85","12.2"
"Riven","TOP","Strong","66.29","0.61","51.93","91.68","4.66","2.09","1.98","12.2"
"Rumble","MID","Fair","45.85","0.2","52.55","34.22","0.68","0.21","2.61","12.2"
"Rumble","JUNGLE","Bad","25.65","-10.48","45.84","14.61","0.25","0.22","2.74","12.2"
"Rumble","TOP","Bad","21.79","-3.54","46.9","52.08","0.92","0.21","2.01","12.2"
"Ryze","MID","Weak","34.52","-0.59","45.66","81.85","2.11","0.17","2.22","12.2"
"Ryze","TOP","Bad","15.82","1.52","46.74","17.79","0.44","0.16","1.81","12.2"
"Samira","ADC","Fair","46.39","2","48.46","97.62","7.86","11.1","2.20","12.2"
"Sejuani","JUNGLE","Fair","37.91","-3.01","47.32","78.27","2.27","0.32","3.08","12.2"
"Sejuani","TOP","Bad","27.49","-3.19","49.76","17.31","0.38","0.33","2.33","12.2"
"Senna","SUPPORT","God ","77.51","31.08","52.29","67.4","10.67","7.43","2.72","12.2"
"Senna","ADC","Good","57","20.7","54.64","31.1","4.81","7.43","3.05","12.2"
"Seraphine","ADC","Fair","43.2","-2.01","52.97","19.41","0.83","0.89","3.02","12.2"
"Seraphine","MID","Fair","42.66","0.47","50.16","16.54","0.78","0.89","2.87","12.2"
"Seraphine","SUPPORT","Weak","37.17","-2.55","46.97","63.41","3.38","0.89","2.46","12.2"
"Sett","TOP","God ","92.52","2.29","50.55","84.73","7.94","6.95","1.79","12.2"
"Shaco","JUNGLE","Strong","62.02","-0.89","51.45","84.29","5.89","16.7","2.72","12.2"
"Shaco","SUPPORT","Weak","34.5","-9","49.69","11.46","0.91","17.55","2.32","12.2"
"Shen","TOP","Strong","75.29","-13.17","51.14","87.66","5.12","1.8","2.90","12.2"
"Shyvana","JUNGLE","Weak","35.65","-0.22","49.19","82.55","1.49","0.25","2.42","12.2"
"Shyvana","TOP","Bad","25.19","1.36","50.44","14.94","0.25","0.25","1.97","12.2"
"Singed","TOP","Fair","41.6","2.43","51.74","77.82","1.77","0.3","2.03","12.2"
"Sion","TOP","Good","53.99","1.18","51.49","85.87","3.76","0.66","1.60","12.2"
"Sivir","ADC","Weak","34.14","-5.6","48.89","97.17","2.3","0.43","2.47","12.2"
"Skarner","JUNGLE","Fair","40.62","7.46","51.4","80.95","0.72","0.12","2.86","12.2"
"Skarner","TOP","Bad","27.23","3.34","49.98","22.86","0.17","0.13","2.44","12.2"
"Sona","SUPPORT","Good","56.19","-1.08","52.8","97","4.56","0.87","2.98","12.2"
"Soraka","SUPPORT","Good","60.47","-1.67","51.92","94.02","6.45","3.62","2.78","12.2"
"Swain","ADC","Fair","42.2","0.87","53.42","19.62","0.44","1.61","2.86","12.2"
"Swain","MID","Fair","40.46","-3.56","50.58","12.07","0.37","1.61","2.57","12.2"
"Swain","SUPPORT","Weak","36.23","-3.83","48.42","62.39","2.46","1.61","2.26","12.2"
"Sylas","MID","Good","60.12","1.14","50.02","74.88","6.53","3.82","2.17","12.2"
"Sylas","TOP","Weak","33.63","0.6","48.77","21.83","1.88","3.82","1.82","12.2"
"Syndra","MID","Fair","46.39","-2.88","48.47","89.34","3.72","1.02","2.24","12.2"
"Tahm Kench","TOP","Good","53.77","-38.03","49.7","59.04","3.14","10.96","2.38","12.2"
"Tahm Kench","ADC","Fair","45.89","0","54.76","13.21","0.43","10.32","2.97","12.2"
"Tahm Kench","SUPPORT","Weak","35.63","0","49.61","30.9","1.31","10.32","2.35","12.2"
"Taliyah","JUNGLE","Fair","38.71","1.91","50.6","63.81","1.09","0.16","2.63","12.2"
"Taliyah","MID","Weak","37.66","-1.2","49.76","14.52","0.24","0.15","2.46","12.2"
"Taliyah","SUPPORT","Weak","35.37","-7.03","51.83","19.17","0.28","0.15","2.13","12.2"
"Talon","MID","Good","48.19","4.72","51.05","51.78","2.65","7.51","2.17","12.2"
"Talon","JUNGLE","Weak","35.23","-25.96","48.07","45.81","2.16","7.51","2.29","12.2"
"Taric","SUPPORT","Weak","36.84","-5.42","49.84","89.38","1.16","0.13","2.72","12.2"
"Teemo","TOP","Strong","67.13","4.39","50.8","84.86","4.82","9.04","1.72","12.2"
"Thresh","SUPPORT","Strong","68.46","-1.03","48.11","99.31","11.13","5.27","2.51","12.2"
"Tristana","ADC","Fair","44.22","3.93","49.89","85.54","5.92","2.47","2.36","12.2"
"Tristana","MID","Fair","39.85","4.75","51.04","11.72","0.67","2.47","2.08","12.2"
"Trundle","JUNGLE","Good","54.58","-0.54","52.39","67.5","4.07","3.16","2.83","12.2"
"Trundle","TOP","Fair","39.81","-4.22","51.99","27.46","1.72","3.37","1.72","12.2"
"Tryndamere","TOP","God ","83.59","6.98","50.31","81.76","6.29","16.1","1.87","12.2"
"Tryndamere","MID","Weak","37.3","-1.01","48.85","14.11","1","16.1","2.11","12.2"
"Twisted Fate","MID","Good","51.91","2.33","49.53","94.14","4.49","1.11","2.33","12.2"
"Twitch","ADC","Good","48.3","-2.47","51.8","79.3","5.71","3.75","2.42","12.2"
"Udyr","JUNGLE","Fair","39.9","2.92","50.4","94.68","1.61","0.48","2.60","12.2"
"Urgot","TOP","Strong","62.17","-1.75","51.91","95.88","4.12","2.15","2.04","12.2"
"Varus","ADC","Weak","32.57","1.15","48.93","92.42","1.98","0.17","2.33","12.2"
"Vayne","ADC","Strong","65.6","-6.95","51.46","82.07","11.72","18.84","2.19","12.2"
"Vayne","TOP","Fair","38.28","-3.59","49.31","16.1","2.13","18.84","1.53","12.2"
"Veigar","MID","Strong","67.79","20.82","51.96","71.93","7.21","2.91","2.41","12.2"
"Veigar","ADC","Fair","43.25","6.96","53.47","17.97","1.69","2.91","2.55","12.2"
"Vel'Koz","MID","Fair","45.1","0.09","51.17","41.1","1.19","0.5","2.66","12.2"
"Vel'Koz","SUPPORT","Fair","39.14","-0.02","51.03","53.89","1.76","0.5","2.22","12.2"
"Vex","MID","Strong","76.44","-0.41","50.67","84.81","8.5","18.9","2.48","12.2"
"Vex","SUPPORT","Bad","27.22","-3.09","46.08","13.85","1.43","18.88","1.96","12.2"
"Vi","JUNGLE","Good","55.99","-2.46","52.49","96.27","5.06","2.15","2.46","12.2"
"Viego","JUNGLE","God ","87.83","5.35","50.32","95.78","13.6","14.18","2.51","12.2"
"Viktor","MID","God ","79.21","-2.25","50.05","86.06","10.06","14.36","2.30","12.2"
"Viktor","TOP","Weak","32.09","-5.5","49.18","12.26","1.33","14.36","1.89","12.2"
"Vladimir","MID","Good","53.47","-2.24","50.13","74.35","4.26","5.74","2.39","12.2"
"Vladimir","TOP","Weak","31.85","-1.02","48.86","24.09","1.43","5.74","2.01","12.2"
"Volibear","TOP","Good","52.12","19.91","50.94","54.41","3.31","1.81","1.97","12.2"
"Volibear","JUNGLE","Good","49.51","9.88","52.51","43.27","2.85","1.81","2.68","12.2"
"Warwick","JUNGLE","Good","52.86","0.08","50.29","76.78","5.64","5.41","2.24","12.2"
"Warwick","TOP","Weak","33.28","1.93","50.8","21.75","1.11","5.41","1.91","12.2"
"Wukong","TOP","Fair","42.31","-0.93","50.55","77.73","2.13","0.6","2.12","12.2"
"Wukong","JUNGLE","Bad","28.46","-4.46","47.71","13.65","0.35","0.59","2.43","12.2"
"Xayah","ADC","Fair","38.77","-1.77","50.54","98.17","3.1","0.4","2.35","12.2"
"Xerath","MID","Good","55.28","2.03","51.28","39.07","2.89","5.18","3.26","12.2"
"Xerath","SUPPORT","Good","46.93","-2.76","49.58","55.82","4.29","5.18","2.53","12.2"
"Xin Zhao","JUNGLE","Strong","62.72","5.68","50.81","96.56","7.85","5.2","2.45","12.2"
"Yasuo","MID","God ","91.15","4.99","50.51","72.52","11.65","24","1.78","12.2"
"Yasuo","TOP","Fair","41.32","1.36","48.22","16.41","2.55","24","1.46","12.2"
"Yasuo","ADC","Weak","32.91","-1.5","49.98","10.51","1.62","24","1.97","12.2"
"Yone","TOP","Strong","72.95","1.08","48.7","38.63","5.3","23.93","1.62","12.2"
"Yone","MID","Strong","72.38","-1.79","48.24","59.62","8.83","23.93","1.85","12.2"
"Yorick","TOP","Good","49.59","3.52","52.94","97.21","2.69","2.47","1.61","12.2"
"Yuumi","SUPPORT","God ","87.74","8.01","48.07","98.86","10.85","27.62","4.10","12.2"
"Zac","JUNGLE","Good","55.58","-2.24","50.98","86.05","4.24","2.12","3.47","12.2"
"Zed","MID","God ","81.36","-9.14","50.77","71.06","7.55","35.39","2.29","12.2"
"Zed","JUNGLE","Fair","39.25","-9.93","47.35","25.53","2.48","35.39","2.39","12.2"
"Zeri","ADC","God ","86.11","0","48.38","75.27","17.13","34.16","2.23","12.2"
"Zeri","MID","Fair","43.21","0","46.87","12.78","2.69","34.16","2.01","12.2"
"Ziggs","MID","Fair","41.8","5.36","50.59","30.03","0.92","0.47","2.45","12.2"
"Ziggs","ADC","Fair","41.15","-2.48","52.23","63.47","1.89","0.46","2.58","12.2"
"Zilean","MID","Good","53.06","0.86","53.2","21.93","0.98","2","3.47","12.2"
"Zilean","SUPPORT","Good","47.14","-2.3","50.1","73.12","3.37","2","3.12","12.2"
"Zoe","MID","Good","47.71","-2.06","49.43","94.46","3.05","1.17","2.56","12.2"
